Circuit Id, Circuit Name, Total Experiment Time, Analysis Time, Average Optimization Time
2.0, 2.0 Quantum Teleportation, 0.1656628, 0.0190749, 0.0144747
2.1, 2.1 Superdense coding of 0, 0.0765049, 0.001131, 0.0074867
2.2, 2.2 Superdense coding of 1, 0.0840055, 0.0011373, 0.0082396
2.3, 2.3 Superdense coding of 2, 0.0736787, 0.0013702, 0.0071814
2.4, 2.4 Superdense coding of 3, 0.0771256, 0.0010642, 0.0075527
2.5, 2.5 Deutsch Algorithm Constant True, 0.0750538, 0.0009466, 0.0073458
2.6, 2.6 Deutsch Algorithm Constant False, 0.0822573, 0.0011917, 0.0080745
2.7, 2.7 Deutsch Algorithm Identity, 0.0757887, 0.0016526, 0.0073601
2.8, 2.8 Deutsch Algorithm Inversion, 0.079457, 0.0017271, 0.0077107
2.9, 2.9 Deutsch-Josza with 3 qubits, 0.0825846, 0.0018833, 0.0080239
2.10, 2.10 Bernstein Vazrani for value 3 with 3 qubits, 0.0755279, 0.0017832, 0.0073388
2.11, 2.11 Simons Algorithm for 11, 0.076773, 0.0010888, 0.0075313
2.12, 2.12 3 Qubit Quantum Fourier Transform, 0.0754983, 0.0014471, 0.007371
2.13, 2.13 4 Qubit Quantum Fourier Transform, 0.0820969, 0.0015102, 0.0080091
2.14, 2.14 5 Qubit Quantum Fourier Transform, 0.0909658, 0.0027871, 0.0087587
2.15, 2.15 Gover's search with 9 items, 0.1060928, 0.0025742, 0.0103161
2.16, 2.16 Quantum Approximate Optimization MaxCut, 0.0810736, 0.0016136, 0.0078854
2.17, 2.17 011_3_qubit_grover_50_, 0.1517751, 0.0028329, 0.0148279
2.18, 2.18 adder, 0.0730743, 0.0032299, 0.0069343
2.19, 2.19 bernstein-vazirani, 0.0825746, 0.0017402, 0.0080262
2.20, 2.20 bigadder, 0.0772936, 0.0049058, 0.0071999
2.21, 2.21 Deutsch_Algorithm, 0.0731171, 0.001221, 0.0071443
2.22, 2.22 inverseqft1, 0.0734482, 0.001376, 0.0071701
2.23, 2.23 inverseqft2, 0.0768249, 0.0015033, 0.0074773
2.24, 2.24 ipea_3_pi_8, 0.0997878, 0.0025708, 0.0096642
2.25, 2.25 iswap, 0.0775015, 0.0013223, 0.0075737
2.26, 2.26 pea_3_pi_8, 0.1015644, 0.0025002, 0.0098664
2.27, 2.27 qec, 0.0732247, 0.0011929, 0.0071651
2.28, 2.28 qe_qft_3, 0.0809341, 0.0014434, 0.007878
2.29, 2.29 qe_qft_4, 0.0927456, 0.0020688, 0.0090389
2.30, 2.30 qe_qft_5, 0.0953399, 0.0024294, 0.0092555
2.31, 2.31 qft, 0.0791981, 0.0017036, 0.007707
2.32, 2.32 qpt, 0.1190581, 0.0009336, 0.0117576
2.33, 2.33 rb, 0.0754324, 0.0011084, 0.0073826
2.34, 2.34 teleport, 0.0751039, 0.0010395, 0.0073577
2.35, 2.35 teleportv2, 0.07652, 0.0009813, 0.0075177
2.36, 2.36 W-state, 0.0727591, 0.0013009, 0.0070759
2.37, 2.37 W3test, 0.070616, 0.0012681, 0.0068778
2.38, 2.38 Shors Quantum Kernel, 23.234772, 0.3582639, 2.2875591
