"Operation Index","Operation Name","Latency","Priority"
0,"h (30495D1)","00:00:00.0010000","10"
1,"cx (329445B)","00:00:00.0020000","9"
2,"z (73673B)","00:00:00.0010000","7"
3,"cx (EA119)","00:00:00.0020000","6"
4,"h (83A9E6)","00:00:00.0010000","4"
5,"measurement (A0F91B)","00:00:00.0030000","3"
6,"measurement (1A8C1FA)","00:00:00.0030000","3"
