Circuit Id, Circuit Name, Total Experiment Time, Analysis Time, Average Optimization Time
2.0, 2.0 Quantum Teleportation, 0.1317074, 0.0142027, 0.0116264
2.1, 2.1 Superdense coding of 0, 0.0612591, 0.0009525, 0.0059806
2.2, 2.2 Superdense coding of 1, 0.0627063, 0.0010325, 0.0061136
2.3, 2.3 Superdense coding of 2, 0.0598646, 0.0009944, 0.0058309
2.4, 2.4 Superdense coding of 3, 0.0614759, 0.0009057, 0.0060096
2.5, 2.5 Deutsch Algorithm Constant True, 0.060601, 0.0008278, 0.0059249
2.6, 2.6 Deutsch Algorithm Constant False, 0.0652735, 0.0009956, 0.0063747
2.7, 2.7 Deutsch Algorithm Identity, 0.0580066, 0.0008671, 0.0056771
2.8, 2.8 Deutsch Algorithm Inversion, 0.058162, 0.0008517, 0.0056778
2.9, 2.9 Deutsch-Josza with 3 qubits, 0.0657517, 0.0013946, 0.0063806
2.10, 2.10 Bernstein Vazrani for value 3 with 3 qubits, 0.0613621, 0.0014672, 0.0059273
2.11, 2.11 Simons Algorithm for 11, 0.061936, 0.0011099, 0.0060346
2.12, 2.12 3 Qubit Quantum Fourier Transform, 0.0646059, 0.0011414, 0.0062951
2.13, 2.13 4 Qubit Quantum Fourier Transform, 0.0705293, 0.0013097, 0.0068532
2.14, 2.14 5 Qubit Quantum Fourier Transform, 0.075597, 0.0017776, 0.007333
2.15, 2.15 Gover's search with 9 items, 0.089041, 0.0026667, 0.0085998
2.16, 2.16 Quantum Approximate Optimization MaxCut, 0.0699703, 0.001445, 0.0067977
2.17, 2.17 011_3_qubit_grover_50_, 0.0912548, 0.0030678, 0.0087688
2.18, 2.18 adder, 0.0580334, 0.0023897, 0.0055148
2.19, 2.19 bernstein-vazirani, 0.0733584, 0.0011849, 0.0071609
2.20, 2.20 bigadder, 0.0640936, 0.0040434, 0.0059534
2.21, 2.21 Deutsch_Algorithm, 0.0594912, 0.0011261, 0.0057869
2.22, 2.22 inverseqft1, 0.0605074, 0.0013707, 0.0058602
2.23, 2.23 inverseqft2, 0.0649997, 0.001071, 0.0063383
2.24, 2.24 ipea_3_pi_8, 0.0824876, 0.0024431, 0.0079508
2.25, 2.25 iswap, 0.0673711, 0.0013473, 0.0065407
2.26, 2.26 pea_3_pi_8, 0.085125, 0.0025352, 0.0082091
2.27, 2.27 qec, 0.0631948, 0.0011133, 0.0061502
2.28, 2.28 qe_qft_3, 0.0659765, 0.0010335, 0.0064396
2.29, 2.29 qe_qft_4, 0.0801121, 0.0019694, 0.0077524
2.30, 2.30 qe_qft_5, 0.0848155, 0.0025345, 0.0081769
2.31, 2.31 qft, 0.0747245, 0.0014603, 0.0072572
2.32, 2.32 qpt, 0.0595218, 0.0007477, 0.0058328
2.33, 2.33 rb, 0.0601224, 0.0009965, 0.0058716
2.34, 2.34 teleport, 0.0631833, 0.0009585, 0.0061835
2.35, 2.35 teleportv2, 0.0588489, 0.0010041, 0.0057059
2.36, 2.36 W-state, 0.0718785, 0.0012166, 0.0069986
2.37, 2.37 W3test, 0.0605353, 0.000876, 0.0059155
2.38, 2.38 Shors Quantum Kernel, 23.0686282, 0.3194037, 2.27484
