Circuit Id, Circuit Name, Total Experiment Time, Analysis Time, Average Optimization Time
3.0, 3.0 Quantum Teleportation, 0.1400876, 0.0133161, 0.0125508
3.1, 3.1 Superdense coding of 0, 0.0687964, 0.0012674, 0.0066883
3.2, 3.2 Superdense coding of 1, 0.0673998, 0.0012963, 0.0065573
3.3, 3.3 Superdense coding of 2, 0.0661417, 0.0011829, 0.0064361
3.4, 3.4 Superdense coding of 3, 0.0703536, 0.0028587, 0.0066794
3.5, 3.5 Deutsch Algorithm Constant True, 0.0690892, 0.0011877, 0.0067326
3.6, 3.6 Deutsch Algorithm Constant False, 0.0754226, 0.001436, 0.0073482
3.7, 3.7 Deutsch Algorithm Identity, 0.0668691, 0.001197, 0.0065281
3.8, 3.8 Deutsch Algorithm Inversion, 0.0651565, 0.0014422, 0.0063199
3.9, 3.9 Deutsch-Josza with 3 qubits, 0.0728328, 0.0017422, 0.0070626
3.10, 3.10 Bernstein Vazrani for value 3 with 3 qubits, 0.066862, 0.0019686, 0.0064303
3.11, 3.11 Simons Algorithm for 11, 0.0702658, 0.0013191, 0.0068548
3.12, 3.12 3 Qubit Quantum Fourier Transform, 0.0704385, 0.0013921, 0.0068498
3.13, 3.13 4 Qubit Quantum Fourier Transform, 0.0739634, 0.0018927, 0.0071601
3.14, 3.14 5 Qubit Quantum Fourier Transform, 0.0811094, 0.0018305, 0.0078818
3.15, 3.15 Gover's search with 9 items, 0.0979563, 0.002603, 0.009478
3.16, 3.16 Quantum Approximate Optimization MaxCut, 0.0789357, 0.0022003, 0.0076171
3.17, 3.17 011_3_qubit_grover_50_, 0.1021511, 0.0030881, 0.0098356
3.18, 3.18 adder, 0.0572375, 0.0023577, 0.0054359
3.19, 3.19 bernstein-vazirani, 0.0746953, 0.0015638, 0.0072638
3.20, 3.20 bigadder, 0.0662055, 0.0044651, 0.0061328
3.21, 3.21 Deutsch_Algorithm, 0.0668039, 0.0012096, 0.0064908
3.22, 3.22 inverseqft1, 0.0716572, 0.0015812, 0.0069524
3.23, 3.23 inverseqft2, 0.0698454, 0.0016444, 0.0067436
3.24, 3.24 ipea_3_pi_8, 0.0871567, 0.0024871, 0.0084177
3.25, 3.25 iswap, 0.0711339, 0.0013838, 0.0069243
3.26, 3.26 pea_3_pi_8, 0.0950225, 0.0025932, 0.0091806
3.27, 3.27 qec, 0.0725403, 0.001435, 0.007035
3.28, 3.28 qe_qft_3, 0.0721003, 0.001461, 0.0070118
3.29, 3.29 qe_qft_4, 0.0933775, 0.0027689, 0.0090016
3.30, 3.30 qe_qft_5, 0.0951536, 0.0028633, 0.00918
3.31, 3.31 qft, 0.0753976, 0.0016704, 0.0073233
3.32, 3.32 qpt, 0.0681402, 0.001115, 0.0066538
3.33, 3.33 rb, 0.0692216, 0.0014519, 0.0067454
3.34, 3.34 teleport, 0.0679155, 0.0012435, 0.0066222
3.35, 3.35 teleportv2, 0.0670591, 0.0013587, 0.0065175
3.36, 3.36 W-state, 0.0730733, 0.0013798, 0.0071127
3.37, 3.37 W3test, 0.068655, 0.0013368, 0.0066785
3.38, 3.38 Shors Quantum Kernel, 22.2930216, 0.296491, 2.1995588
