Circuit Id, Circuit Name, Total Experiment Time, Analysis Time, Average Optimization Time
1.0, 1.0 Quantum Teleportation, 00:00:00.0783018, 00:00:00.0173105, 00:00:00.0059752
1.1, 1.1 Superdense coding of 0, 00:00:00.0117809, 00:00:00.0011275, 00:00:00.0010178
1.2, 1.2 Superdense coding of 1, 00:00:00.0117051, 00:00:00.0012439, 00:00:00.0010072
1.3, 1.3 Superdense coding of 2, 00:00:00.0117022, 00:00:00.0011874, 00:00:00.0010001
1.4, 1.4 Superdense coding of 3, 00:00:00.0135626, 00:00:00.0010799, 00:00:00.0012064
1.5, 1.5 Deutsch Algorithm Constant True, 00:00:00.0106291, 00:00:00.0009383, 00:00:00.0009423
1.6, 1.6 Deutsch Algorithm Constant False, 00:00:00.0205239, 00:00:00.0010537, 00:00:00.0019106
1.7, 1.7 Deutsch Algorithm Identity, 00:00:00.0108936, 00:00:00.0009383, 00:00:00.0009686
1.8, 1.8 Deutsch Algorithm Inversion, 00:00:00.0104695, 00:00:00.0006372, 00:00:00.0009577
1.9, 1.9 Deutsch-Josza with 3 qubits, 00:00:00.0168484, 00:00:00.0013808, 00:00:00.0015064
1.10, 1.10 Bernstein Vazrani for value 3 with 3 qubits, 00:00:00.0126889, 00:00:00.0008961, 00:00:00.0011501
1.11, 1.11 Simons Algorithm for 11, 00:00:00.0190437, 00:00:00.0007834, 00:00:00.0017968
1.12, 1.12 3 Qubit Quantum Fourier Transform, 00:00:00.0182554, 00:00:00.0012247, 00:00:00.0016719
1.13, 1.13 4 Qubit Quantum Fourier Transform, 00:00:00.0235860, 00:00:00.0014283, 00:00:00.0021612
1.19, 1.19 bernstein-vazirani, 00:00:00.0188994, 00:00:00.0012959, 00:00:00.0017404
1.21, 1.21 Deutsch_Algorithm, 00:00:00.0112507, 00:00:00.0007248, 00:00:00.0010188
1.22, 1.22 inverseqft1, 00:00:00.0152661, 00:00:00.0011865, 00:00:00.0013794
1.23, 1.23 inverseqft2, 00:00:00.0128601, 00:00:00.0009130, 00:00:00.0011668
1.25, 1.25 iswap, 00:00:00.0124177, 00:00:00.0008766, 00:00:00.0011145
1.27, 1.27 qec, 00:00:00.0164501, 00:00:00.0010943, 00:00:00.0015013
1.28, 1.28 qe_qft_3, 00:00:00.0152915, 00:00:00.0012440, 00:00:00.0013748
1.31, 1.31 qft, 00:00:00.0339646, 00:00:00.0015707, 00:00:00.0031997
1.32, 1.32 qpt, 00:00:00.0112942, 00:00:00.0006498, 00:00:00.0010382
1.33, 1.33 rb, 00:00:00.0128374, 00:00:00.0007960, 00:00:00.0011808
1.34, 1.34 teleport, 00:00:00.0122518, 00:00:00.0009173, 00:00:00.0011014
1.35, 1.35 teleportv2, 00:00:00.0127935, 00:00:00.0009442, 00:00:00.0011454
1.36, 1.36 W-state, 00:00:00.0224843, 00:00:00.0011714, 00:00:00.0020939
1.37, 1.37 W3test, 00:00:00.0138355, 00:00:00.0011024, 00:00:00.0012400
