"Operation Index","Operation Name","Latency","Priority"
0,"u3 (2BCE4CC)","00:00:00.0010000","36"
1,"u3 (A40B34)","00:00:00.0010000","36"
2,"barrier (1C464D5)","00:00:00.0010000","35"
3,"u3 (3E78B82)","00:00:00.0010000","34"
4,"u3 (323E792)","00:00:00.0010000","34"
5,"cx (432428)","00:00:00.0020000","33"
6,"u3 (25C456C)","00:00:00.0010000","31"
7,"cx (13E70CF)","00:00:00.0020000","30"
8,"u3 (331F74A)","00:00:00.0010000","28"
9,"u3 (C1B19E)","00:00:00.0010000","22"
10,"u3 (2CF3E95)","00:00:00.0010000","28"
11,"cx (149333E)","00:00:00.0020000","27"
12,"u3 (392CD34)","00:00:00.0010000","25"
13,"cx (2936D7)","00:00:00.0020000","24"
14,"u3 (172ED90)","00:00:00.0010000","22"
15,"u3 (10A5A10)","00:00:00.0010000","22"
16,"cx (15D2A90)","00:00:00.0020000","21"
17,"u3 (467F11)","00:00:00.0010000","19"
18,"cx (27A779C)","00:00:00.0020000","18"
19,"u3 (24E3483)","00:00:00.0010000","16"
20,"u3 (BFD89D)","00:00:00.0010000","10"
21,"u3 (2BE9D8D)","00:00:00.0010000","22"
22,"cx (B389FB)","00:00:00.0020000","21"
23,"u3 (24FD9D8)","00:00:00.0010000","19"
24,"cx (CEA89D)","00:00:00.0020000","18"
25,"u3 (343ED8C)","00:00:00.0010000","4"
26,"u3 (16359EC)","00:00:00.0010000","16"
27,"cx (7E294F)","00:00:00.0020000","15"
28,"u3 (6F73CF)","00:00:00.0010000","13"
29,"cx (3EB124C)","00:00:00.0020000","12"
30,"u3 (343A4AF)","00:00:00.0010000","4"
31,"u3 (160CA29)","00:00:00.0010000","10"
32,"cx (671B73)","00:00:00.0020000","9"
33,"u3 (39FF70E)","00:00:00.0010000","7"
34,"cx (9FAF84)","00:00:00.0020000","6"
35,"u3 (19D2BA4)","00:00:00.0010000","4"
36,"u3 (28688C9)","00:00:00.0010000","4"
37,"measurement (2BACF12)","00:00:00.0030000","3"
