Circuit Id, Circuit Name, Total Experiment Time, Analysis Time, Average Optimization Time
3.0, 3.0 Quantum Teleportation, 0.1427289, 0.0141311, 0.0127336
3.1, 3.1 Superdense coding of 0, 0.0665068, 0.0012988, 0.006466
3.2, 3.2 Superdense coding of 1, 0.0692651, 0.0011992, 0.0067618
3.3, 3.3 Superdense coding of 2, 0.0656767, 0.0011806, 0.0064067
3.4, 3.4 Superdense coding of 3, 0.0722669, 0.0023411, 0.0069324
3.5, 3.5 Deutsch Algorithm Constant True, 0.0676527, 0.0013368, 0.0065722
3.6, 3.6 Deutsch Algorithm Constant False, 0.0733248, 0.0012084, 0.0071525
3.7, 3.7 Deutsch Algorithm Identity, 0.0643292, 0.0012498, 0.0062574
3.8, 3.8 Deutsch Algorithm Inversion, 0.0643061, 0.0011265, 0.0062711
3.9, 3.9 Deutsch-Josza with 3 qubits, 0.0739963, 0.0018168, 0.0071607
3.10, 3.10 Bernstein Vazrani for value 3 with 3 qubits, 0.0713737, 0.0016018, 0.0069308
3.11, 3.11 Simons Algorithm for 11, 0.0711683, 0.0017219, 0.006889
3.12, 3.12 3 Qubit Quantum Fourier Transform, 0.0786334, 0.0014494, 0.0076655
3.13, 3.13 4 Qubit Quantum Fourier Transform, 0.073886, 0.0016955, 0.0071605
3.14, 3.14 5 Qubit Quantum Fourier Transform, 0.0835637, 0.0018556, 0.0081224
3.15, 3.15 Gover's search with 9 items, 0.0982928, 0.0028712, 0.0094729
3.16, 3.16 Quantum Approximate Optimization MaxCut, 0.0807916, 0.0019934, 0.0078131
3.17, 3.17 011_3_qubit_grover_50_, 0.1013646, 0.0030352, 0.0097813
3.18, 3.18 adder, 0.0631296, 0.0025054, 0.0059952
3.19, 3.19 bernstein-vazirani, 0.0753334, 0.0014411, 0.0073276
3.20, 3.20 bigadder, 0.0670387, 0.0046065, 0.0062022
3.21, 3.21 Deutsch_Algorithm, 0.0663677, 0.0012199, 0.0064652
3.22, 3.22 inverseqft1, 0.0724026, 0.0017223, 0.0070154
3.23, 3.23 inverseqft2, 0.0732695, 0.0018004, 0.0070907
3.24, 3.24 ipea_3_pi_8, 0.0858711, 0.0026407, 0.008276
3.25, 3.25 iswap, 0.0697383, 0.00142, 0.0067813
3.26, 3.26 pea_3_pi_8, 0.0901392, 0.0024411, 0.0087181
3.27, 3.27 qec, 0.0684354, 0.0017007, 0.0066187
3.28, 3.28 qe_qft_3, 0.070204, 0.0012756, 0.0068449
3.29, 3.29 qe_qft_4, 0.0875647, 0.0018894, 0.0084959
3.30, 3.30 qe_qft_5, 0.0927326, 0.0025682, 0.0089661
3.31, 3.31 qft, 0.0759156, 0.0016085, 0.0073851
3.32, 3.32 qpt, 0.0658559, 0.0010835, 0.0064232
3.33, 3.33 rb, 0.0668629, 0.0012596, 0.0064719
3.34, 3.34 teleport, 0.0663105, 0.0011503, 0.0064612
3.35, 3.35 teleportv2, 0.0688383, 0.0012232, 0.0067101
3.36, 3.36 W-state, 0.0696897, 0.0015441, 0.0067644
3.37, 3.37 W3test, 0.0684885, 0.0011191, 0.0066894
3.38, 3.38 Shors Quantum Kernel, 22.1438931, 0.3076228, 2.1835263
