"Operation Index","Operation Name","Latency","Priority"
0,"u3 (1B098AD)","00:00:00.0010000","36"
1,"u3 (3355E1B)","00:00:00.0010000","36"
2,"barrier (E04EF3)","00:00:00.0010000","35"
3,"u3 (3E2C690)","00:00:00.0010000","34"
4,"u3 (2F8FB11)","00:00:00.0010000","34"
5,"cx (2C0D3A1)","00:00:00.0020000","33"
6,"u3 (C770B0)","00:00:00.0010000","31"
7,"cx (302F638)","00:00:00.0020000","30"
8,"u3 (31AA7F8)","00:00:00.0010000","28"
9,"u3 (3EFE7BA)","00:00:00.0010000","22"
10,"u3 (36F2590)","00:00:00.0010000","28"
11,"cx (2E85211)","00:00:00.0020000","27"
12,"u3 (22AE2A0)","00:00:00.0010000","25"
13,"cx (381F7A5)","00:00:00.0020000","24"
14,"u3 (391B4D1)","00:00:00.0010000","22"
15,"u3 (1F5B5D)","00:00:00.0010000","22"
16,"cx (11A364A)","00:00:00.0020000","21"
17,"u3 (1EBE8A2)","00:00:00.0010000","19"
18,"cx (14B2DB4)","00:00:00.0020000","18"
19,"u3 (3A49B5B)","00:00:00.0010000","16"
20,"u3 (C97637)","00:00:00.0010000","10"
21,"u3 (31527F1)","00:00:00.0010000","22"
22,"cx (3BE677A)","00:00:00.0020000","21"
23,"u3 (1B1A34B)","00:00:00.0010000","19"
24,"cx (33EBDA5)","00:00:00.0020000","18"
25,"u3 (134AAD1)","00:00:00.0010000","4"
26,"u3 (2DA0161)","00:00:00.0010000","16"
27,"cx (1AA0C6D)","00:00:00.0020000","15"
28,"u3 (2FA6FD5)","00:00:00.0010000","13"
29,"cx (2CDEE84)","00:00:00.0020000","12"
30,"u3 (13D62AA)","00:00:00.0010000","4"
31,"u3 (3287800)","00:00:00.0010000","10"
32,"cx (6C3808)","00:00:00.0020000","9"
33,"u3 (3CDF849)","00:00:00.0010000","7"
34,"cx (23DBA96)","00:00:00.0020000","6"
35,"u3 (2B8F46)","00:00:00.0010000","4"
36,"u3 (188097C)","00:00:00.0010000","4"
37,"measurement (1C85560)","00:00:00.0030000","3"
