"Qubit Index","Priority 1","Priority 2","Priority 3","Priority 4","Priority 5","Priority 6","Priority 7","Priority 8","Priority 9","Priority 10","Priority 11","Priority 12","Priority 13","Priority 14","Priority 15","Priority 16","Priority 17","Priority 18","Priority 19","Priority 20","Priority 21","Priority 22","Priority 23","Priority 24","Priority 25","Priority 26","Priority 27"
"0","q0::u3 (1B098AD)","q0::barrier (E04EF3)","q0::u3 (3E2C690)","q0::cx (2C0D3A1)","q0::u3 (C770B0)","q0::cx (302F638)","q0::u3 (31AA7F8)","q0::cx (2E85211)","q0::u3 (22AE2A0)","q0::cx (381F7A5)","q0::u3 (391B4D1)","q0::swap (355E8F6)","q2::cx (3BE677A)","q2::u3 (1B1A34B)","q2::cx (33EBDA5)",,"q2::swap (20530AA)",,,,,,,,,"q0::u3 (134AAD1)","q0::measurement (1C85560)"
"1",,"q2::barrier (E04EF3)","q2::u3 (2F8FB11)","q2::cx* (2C0D3A1)",,"q2::cx* (302F638)",,,,,"q2::u3 (3EFE7BA)","q2::swap (355E8F6)","q0::cx (11A364A)","q0::u3 (1EBE8A2)","q0::cx (14B2DB4)","q0::u3 (3A49B5B)","q0::swap (20530AA)","q2::cx (1AA0C6D)","q2::u3 (2FA6FD5)","q2::cx (2CDEE84)",,"q2::swap (22EB5FF)",,,,"q3::u3 (13D62AA)","q3::measurement (1C85560)"
"2","q1::u3 (3355E1B)","q1::barrier (E04EF3)",,,,,"q1::u3 (36F2590)","q1::cx* (2E85211)",,"q1::cx* (381F7A5)","q1::u3 (1F5B5D)",,"q1::cx* (11A364A)",,"q1::cx* (14B2DB4)",,,,,,"q1::u3 (C97637)",,"q1::cx (6C3808)","q1::u3 (3CDF849)","q1::cx (23DBA96)","q1::u3 (2B8F46)","q1::measurement (1C85560)"
"3",,"q3::barrier (E04EF3)",,,,,,,,,"q3::u3 (31527F1)",,"q3::cx* (3BE677A)",,"q3::cx* (33EBDA5)","q3::u3 (2DA0161)",,"q3::cx* (1AA0C6D)",,"q3::cx* (2CDEE84)","q3::u3 (3287800)","q3::swap (22EB5FF)","q2::cx* (6C3808)",,"q2::cx* (23DBA96)","q2::u3 (188097C)","q2::measurement (1C85560)"
"4"
"5"
