Circuit Id, Circuit Name, Total Experiment Time, Analysis Time, Average Optimization Time
1.0, 1.0 Quantum Teleportation, 00:00:00.0719229, 00:00:00.0151089, 00:00:00.0055473
1.1, 1.1 Superdense coding of 0, 00:00:00.0147173, 00:00:00.0008869, 00:00:00.0013339
1.2, 1.2 Superdense coding of 1, 00:00:00.0135356, 00:00:00.0009043, 00:00:00.0012217
1.3, 1.3 Superdense coding of 2, 00:00:00.0132672, 00:00:00.0011105, 00:00:00.0011414
1.4, 1.4 Superdense coding of 3, 00:00:00.0144067, 00:00:00.0010688, 00:00:00.0012843
1.5, 1.5 Deutsch Algorithm Constant True, 00:00:00.0126577, 00:00:00.0009121, 00:00:00.0011256
1.6, 1.6 Deutsch Algorithm Constant False, 00:00:00.0216088, 00:00:00.0010394, 00:00:00.0020051
1.7, 1.7 Deutsch Algorithm Identity, 00:00:00.0124541, 00:00:00.0006299, 00:00:00.0011327
1.8, 1.8 Deutsch Algorithm Inversion, 00:00:00.0125150, 00:00:00.0008351, 00:00:00.0011177
1.9, 1.9 Deutsch-Josza with 3 qubits, 00:00:00.0178857, 00:00:00.0013969, 00:00:00.0015890
1.10, 1.10 Bernstein Vazrani for value 3 with 3 qubits, 00:00:00.0180957, 00:00:00.0009557, 00:00:00.0016575
1.11, 1.11 Simons Algorithm for 11, 00:00:00.0212106, 00:00:00.0012454, 00:00:00.0019328
1.12, 1.12 3 Qubit Quantum Fourier Transform, 00:00:00.0163131, 00:00:00.0014908, 00:00:00.0014234
1.13, 1.13 4 Qubit Quantum Fourier Transform, 00:00:00.0253512, 00:00:00.0015274, 00:00:00.0023213
1.14, 1.14 5 Qubit Quantum Fourier Transform, 00:00:00.0901644, 00:00:00.0016922, 00:00:00.0087849
1.16, 1.16 Quantum Approximate Optimization MaxCut, 00:00:00.0622944, 00:00:00.0032255, 00:00:00.0058596
1.19, 1.19 bernstein-vazirani, 00:00:00.0211307, 00:00:00.0012895, 00:00:00.0019413
1.21, 1.21 Deutsch_Algorithm, 00:00:00.0109208, 00:00:00.0007922, 00:00:00.0009865
1.22, 1.22 inverseqft1, 00:00:00.0153021, 00:00:00.0013370, 00:00:00.0013532
1.23, 1.23 inverseqft2, 00:00:00.0131969, 00:00:00.0009898, 00:00:00.0011813
1.25, 1.25 iswap, 00:00:00.0125432, 00:00:00.0010714, 00:00:00.0010981
1.27, 1.27 qec, 00:00:00.0165790, 00:00:00.0012038, 00:00:00.0014963
1.28, 1.28 qe_qft_3, 00:00:00.0151569, 00:00:00.0010050, 00:00:00.0013647
1.31, 1.31 qft, 00:00:00.0341775, 00:00:00.0013769, 00:00:00.0032424
1.32, 1.32 qpt, 00:00:00.0137976, 00:00:00.0008464, 00:00:00.0012361
1.33, 1.33 rb, 00:00:00.0180259, 00:00:00.0009650, 00:00:00.0016460
1.34, 1.34 teleport, 00:00:00.0137705, 00:00:00.0010194, 00:00:00.0012232
1.35, 1.35 teleportv2, 00:00:00.0139073, 00:00:00.0011815, 00:00:00.0012283
1.36, 1.36 W-state, 00:00:00.0219784, 00:00:00.0011707, 00:00:00.0020372
1.37, 1.37 W3test, 00:00:00.0173005, 00:00:00.0008251, 00:00:00.0016050
