"Operation Index","Operation Name","Latency","Priority"
0,"h (3553390)","00:00:00.0010000","13"
1,"cx (1FED012)","00:00:00.0020000","12"
2,"cx (1F550A4)","00:00:00.0020000","10"
3,"h (19FD5C7)","00:00:00.0010000","8"
4,"measurement (29E8405)","00:00:00.0030000","7"
5,"measurement (392A42D)","00:00:00.0030000","5"
6,"if 1 then x (27C59A)","00:00:00.0020000","4"
7,"if 1 then z (165F26B)","00:00:00.0020000","2"
