"Qubit Index","Priority 1","Priority 2","Priority 3","Priority 4","Priority 5","Priority 6","Priority 7","Priority 8","Priority 9","Priority 10","Priority 11","Priority 12","Priority 13","Priority 14","Priority 15","Priority 16","Priority 17","Priority 18","Priority 19","Priority 20","Priority 21","Priority 22","Priority 23","Priority 24","Priority 25","Priority 26","Priority 27"
"0","q0::u3 (3EFFCE0)","q0::barrier (2EF032A)","q0::u3 (2671C81)","q0::cx (2A004F7)","q0::u3 (3A02CB0)","q0::cx (A19231)","q0::u3 (1AE23BB)","q0::cx (E3C113)","q0::u3 (1C9AB)","q0::cx (10170A)","q0::u3 (90CF60)","q0::swap (278C805)","q2::cx (2E67499)","q2::u3 (21A1964)","q2::cx (2EAE488)",,"q2::swap (23F0833)",,,,,,,,,"q0::u3 (24208CF)","q0::measurement (48F6F5)"
"1",,"q2::barrier (2EF032A)","q2::u3 (1A0008D)","q2::cx* (2A004F7)",,"q2::cx* (A19231)",,,,,"q2::u3 (31F4197)","q2::swap (278C805)","q0::cx (1D19D9E)","q0::u3 (5E8A8F)","q0::cx (352DF0C)","q0::u3 (1E9D76C)","q0::swap (23F0833)","q2::cx (2E4C98E)","q2::u3 (20B1601)","q2::cx (263C60A)",,"q2::swap (3749D3)",,,,"q3::u3 (181F65A)","q3::measurement (48F6F5)"
"2","q1::u3 (36FE3E8)","q1::barrier (2EF032A)",,,,,"q1::u3 (194E57)","q1::cx* (E3C113)",,"q1::cx* (10170A)","q1::u3 (1174A66)",,"q1::cx* (1D19D9E)",,"q1::cx* (352DF0C)",,,,,,"q1::u3 (13892D2)",,"q1::cx (21EF27B)","q1::u3 (3168656)","q1::cx (3CAB90D)","q1::u3 (2208177)","q1::measurement (48F6F5)"
"3",,"q3::barrier (2EF032A)",,,,,,,,,"q3::u3 (2FD2966)",,"q3::cx* (2E67499)",,"q3::cx* (2EAE488)","q3::u3 (524F48)",,"q3::cx* (2E4C98E)",,"q3::cx* (263C60A)","q3::u3 (191A92A)","q3::swap (3749D3)","q2::cx* (21EF27B)",,"q2::cx* (3CAB90D)","q2::u3 (3248D37)","q2::measurement (48F6F5)"
"4"
"5"
