"Operation Index","Operation Name","Latency","Priority"
0,"u3 (2F28790)","00:00:00.0010000","12"
1,"u3 (286C416)","00:00:00.0010000","11"
2,"u3 (2BCE4CC)","00:00:00.0010000","10"
3,"u3 (A40B34)","00:00:00.0010000","10"
4,"cx (1C464D5)","00:00:00.0020000","9"
5,"u3 (3E78B82)","00:00:00.0010000","7"
6,"u3 (323E792)","00:00:00.0010000","7"
7,"cx (432428)","00:00:00.0020000","6"
8,"u3 (25C456C)","00:00:00.0010000","4"
9,"measurement (13E70CF)","00:00:00.0030000","3"
10,"measurement (331F74A)","00:00:00.0030000","3"
