Circuit Id, Circuit Name, Total Experiment Time, Analysis Time, Average Optimization Time
1.0, 1.0 Quantum Teleportation, 00:00:00.1034001, 00:00:00.0352853, 00:00:00.0074423
1.1, 1.1 Superdense coding of 0, 00:01:01.3137804, 00:01:01.2573664, 00:00:00.0060416
1.2, 1.2 Superdense coding of 1, 00:01:06.8678027, 00:01:06.8418233, 00:00:00.0025747
1.3, 1.3 Superdense coding of 2, 00:01:03.1000181, 00:01:03.0764061, 00:00:00.0023363
1.4, 1.4 Superdense coding of 3, 00:01:09.6389752, 00:01:09.6185264, 00:00:00.0020062
1.5, 1.5 Deutsch Algorithm Constant True, 00:01:06.2689352, 00:01:06.2173203, 00:00:00.0054372
1.6, 1.6 Deutsch Algorithm Constant False, 00:01:08.3490319, 00:01:08.3234522, 00:00:00.0027150
1.7, 1.7 Deutsch Algorithm Identity, 00:01:05.3309743, 00:01:05.3087253, 00:00:00.0022312
1.8, 1.8 Deutsch Algorithm Inversion, 00:01:07.2801538, 00:01:07.2303806, 00:00:00.0052581
1.9, 1.9 Deutsch-Josza with 3 qubits, 00:00:00.0782889, 00:00:00.0064805, 00:00:00.0078547
1.10, 1.10 Bernstein Vazrani for value 3 with 3 qubits, 00:00:00.0409248, 00:00:00.0032378, 00:00:00.0041049
1.11, 1.11 Simons Algorithm for 11, 00:00:00.0360398, 00:00:00.0031920, 00:00:00.0035685
1.12, 1.12 3 Qubit Quantum Fourier Transform, 00:00:09.4467385, 00:00:09.3648082, 00:00:00.0088583
1.13, 1.13 4 Qubit Quantum Fourier Transform, 00:00:00.0918935, 00:00:00.0068402, 00:00:00.0093247
1.16, 1.16 Quantum Approximate Optimization MaxCut, 00:00:09.1210073, 00:00:08.8999509, 00:00:00.0117379
1.19, 1.19 bernstein-vazirani, 00:00:09.6109305, 00:00:09.5731364, 00:00:00.0037893
1.21, 1.21 Deutsch_Algorithm, 00:01:02.2676066, 00:01:02.2449529, 00:00:00.0022803
1.22, 1.22 inverseqft1, 00:01:04.4229667, 00:01:04.3636490, 00:00:00.0063219
1.23, 1.23 inverseqft2, 00:01:06.1300568, 00:01:06.0715762, 00:00:00.0063244
1.25, 1.25 iswap, 00:01:11.2600844, 00:01:11.2461027, 00:00:00.0014065
1.27, 1.27 qec, 00:00:00.0910988, 00:00:00.0100812, 00:00:00.0088536
1.28, 1.28 qe_qft_3, 00:00:10.0409769, 00:00:09.9837632, 00:00:00.0061235
1.31, 1.31 qft, 00:00:00.0972184, 00:00:00.0078090, 00:00:00.0098127
1.32, 1.32 qpt, 00:01:15.7909614, 00:01:15.7368024, 00:00:00.0057338
1.33, 1.33 rb, 00:01:14.1067092, 00:01:14.0474918, 00:00:00.0062991
1.34, 1.34 teleport, 00:01:09.0032812, 00:01:08.9527765, 00:00:00.0053321
1.35, 1.35 teleportv2, 00:01:05.6254996, 00:01:05.5713565, 00:00:00.0055569
1.36, 1.36 W-state, 00:00:08.6210255, 00:00:08.5508512, 00:00:00.0075065
1.37, 1.37 W3test, 00:00:08.8199287, 00:00:08.7670624, 00:00:00.0055995
