"Operation Index","Operation Name","Latency","Priority"
0,"u3 (3EFE7BA)","00:00:00.0010000","15"
1,"u3 (36F2590)","00:00:00.0010000","17"
2,"cx (2E85211)","00:00:00.0020000","16"
3,"barrier (22AE2A0)","00:00:00.0010000","14"
4,"cx (381F7A5)","00:00:00.0020000","13"
5,"u3 (391B4D1)","00:00:00.0010000","11"
6,"measurement (1F5B5D)","00:00:00.0030000","10"
7,"measurement (11A364A)","00:00:00.0030000","8"
8,"if 1 then u3 (1EBE8A2)","00:00:00.0020000","7"
9,"if 1 then u3 (14B2DB4)","00:00:00.0020000","5"
10,"measurement (3A49B5B)","00:00:00.0030000","3"
