Circuit Id, Circuit Name, Total Experiment Time, Analysis Time, Average Optimization Time
3.0, 3.0 Quantum Teleportation, 0.142172, 0.0141481, 0.0126686
3.1, 3.1 Superdense coding of 0, 0.0662207, 0.0012134, 0.0064534
3.2, 3.2 Superdense coding of 1, 0.0688321, 0.0018704, 0.0066157
3.3, 3.3 Superdense coding of 2, 0.0675635, 0.0013644, 0.0065696
3.4, 3.4 Superdense coding of 3, 0.0737572, 0.001148, 0.0071833
3.5, 3.5 Deutsch Algorithm Constant True, 0.0688217, 0.0011346, 0.0066807
3.6, 3.6 Deutsch Algorithm Constant False, 0.0747897, 0.0011132, 0.0072136
3.7, 3.7 Deutsch Algorithm Identity, 0.0675002, 0.0011444, 0.0065579
3.8, 3.8 Deutsch Algorithm Inversion, 0.06726, 0.0015067, 0.0065131
3.9, 3.9 Deutsch-Josza with 3 qubits, 0.0706657, 0.0023831, 0.0067828
3.10, 3.10 Bernstein Vazrani for value 3 with 3 qubits, 0.067278, 0.0021153, 0.0063581
3.11, 3.11 Simons Algorithm for 11, 0.0689682, 0.0012747, 0.0067104
3.12, 3.12 3 Qubit Quantum Fourier Transform, 0.0731706, 0.0015338, 0.0070717
3.13, 3.13 4 Qubit Quantum Fourier Transform, 0.0708907, 0.0014749, 0.0068958
3.14, 3.14 5 Qubit Quantum Fourier Transform, 0.0851021, 0.0018641, 0.0082616
3.15, 3.15 Gover's search with 9 items, 0.0961004, 0.0027788, 0.0092703
3.16, 3.16 Quantum Approximate Optimization MaxCut, 0.0789597, 0.001618, 0.0076724
3.17, 3.17 011_3_qubit_grover_50_, 0.0972945, 0.0025791, 0.0094126
3.18, 3.18 adder, 0.0598845, 0.0027107, 0.0056664
3.19, 3.19 bernstein-vazirani, 0.0760772, 0.0013929, 0.007407
3.20, 3.20 bigadder, 0.0646062, 0.0039173, 0.0060202
3.21, 3.21 Deutsch_Algorithm, 0.0643496, 0.0011761, 0.0062733
3.22, 3.22 inverseqft1, 0.0662179, 0.0016982, 0.0063885
3.23, 3.23 inverseqft2, 0.0705497, 0.0015397, 0.0068639
3.24, 3.24 ipea_3_pi_8, 0.0869681, 0.0023487, 0.0084076
3.25, 3.25 iswap, 0.0718853, 0.0012652, 0.0069975
3.26, 3.26 pea_3_pi_8, 0.0919891, 0.0027553, 0.0088711
3.27, 3.27 qec, 0.0689735, 0.0013317, 0.0067144
3.28, 3.28 qe_qft_3, 0.0712125, 0.0013819, 0.0069296
3.29, 3.29 qe_qft_4, 0.0860067, 0.0018812, 0.0083593
3.30, 3.30 qe_qft_5, 0.0872425, 0.0022287, 0.00845
3.31, 3.31 qft, 0.0765291, 0.0015773, 0.0074551
3.32, 3.32 qpt, 0.0676271, 0.0011189, 0.0065922
3.33, 3.33 rb, 0.065627, 0.0014223, 0.0063693
3.34, 3.34 teleport, 0.0677343, 0.0011499, 0.0066147
3.35, 3.35 teleportv2, 0.065208, 0.0012442, 0.0063539
3.36, 3.36 W-state, 0.0721549, 0.0015, 0.0070178
3.37, 3.37 W3test, 0.0699499, 0.0012614, 0.0068109
3.38, 3.38 Shors Quantum Kernel, 21.9258411, 0.3068151, 2.1617971
