Circuit Id, Circuit Name, Total Experiment Time, Analysis Time, Average Optimization Time
3.0, 3.0 Quantum Teleportation, 0.1393937, 0.0145125, 0.0123561
3.1, 3.1 Superdense coding of 0, 0.0700337, 0.0012153, 0.0068226
3.2, 3.2 Superdense coding of 1, 0.0638046, 0.0014247, 0.0061648
3.3, 3.3 Superdense coding of 2, 0.0654575, 0.0015585, 0.0063408
3.4, 3.4 Superdense coding of 3, 0.0690935, 0.0012415, 0.0067058
3.5, 3.5 Deutsch Algorithm Constant True, 0.0691959, 0.0012961, 0.0067098
3.6, 3.6 Deutsch Algorithm Constant False, 0.0752256, 0.0011706, 0.0073548
3.7, 3.7 Deutsch Algorithm Identity, 0.0688307, 0.001232, 0.0067102
3.8, 3.8 Deutsch Algorithm Inversion, 0.0681748, 0.0012992, 0.0066544
3.9, 3.9 Deutsch-Josza with 3 qubits, 0.0730176, 0.0025343, 0.0070042
3.10, 3.10 Bernstein Vazrani for value 3 with 3 qubits, 0.0669034, 0.0015783, 0.0064953
3.11, 3.11 Simons Algorithm for 11, 0.0689933, 0.0013168, 0.0067281
3.12, 3.12 3 Qubit Quantum Fourier Transform, 0.070834, 0.0013641, 0.0069053
3.13, 3.13 4 Qubit Quantum Fourier Transform, 0.0775756, 0.0017118, 0.007533
3.14, 3.14 5 Qubit Quantum Fourier Transform, 0.0818, 0.0020263, 0.0079147
3.15, 3.15 Gover's search with 9 items, 0.0928694, 0.0025331, 0.0089901
3.16, 3.16 Quantum Approximate Optimization MaxCut, 0.0741513, 0.0020816, 0.0071454
3.17, 3.17 011_3_qubit_grover_50_, 0.0949648, 0.002772, 0.0091716
3.18, 3.18 adder, 0.0586134, 0.002474, 0.0055598
3.19, 3.19 bernstein-vazirani, 0.0769746, 0.0018135, 0.0074682
3.20, 3.20 bigadder, 0.0637483, 0.0045163, 0.0058722
3.21, 3.21 Deutsch_Algorithm, 0.0664136, 0.0011983, 0.0064822
3.22, 3.22 inverseqft1, 0.0684423, 0.001568, 0.0066368
3.23, 3.23 inverseqft2, 0.070205, 0.0014324, 0.0068258
3.24, 3.24 ipea_3_pi_8, 0.0836238, 0.0025411, 0.0080533
3.25, 3.25 iswap, 0.0693171, 0.0013022, 0.0067553
3.26, 3.26 pea_3_pi_8, 0.0885054, 0.0026471, 0.0085274
3.27, 3.27 qec, 0.070235, 0.001419, 0.0068254
3.28, 3.28 qe_qft_3, 0.0716435, 0.0015472, 0.0069658
3.29, 3.29 qe_qft_4, 0.0850157, 0.0030571, 0.0081421
3.30, 3.30 qe_qft_5, 0.0892867, 0.0024457, 0.0086318
3.31, 3.31 qft, 0.0759279, 0.0016118, 0.0073748
3.32, 3.32 qpt, 0.0700829, 0.0011165, 0.0068236
3.33, 3.33 rb, 0.0662858, 0.0012869, 0.0064597
3.34, 3.34 teleport, 0.0685137, 0.0012684, 0.0066778
3.35, 3.35 teleportv2, 0.0677447, 0.0013568, 0.0065807
3.36, 3.36 W-state, 0.0701897, 0.0014358, 0.0068378
3.37, 3.37 W3test, 0.0691869, 0.0014707, 0.0066967
3.38, 3.38 Shors Quantum Kernel, 22.1470555, 0.3103564, 2.1835697
