Circuit Id, Circuit Name, Total Experiment Time, Analysis Time, Average Optimization Time
1.0, 1.0 Quantum Teleportation, 00:00:00.0792057, 00:00:00.0158686, 00:00:00.0061373
1.1, 1.1 Superdense coding of 0, 00:00:00.0155198, 00:00:00.0008403, 00:00:00.0014084
1.2, 1.2 Superdense coding of 1, 00:00:00.0229376, 00:00:00.0007123, 00:00:00.0021710
1.3, 1.3 Superdense coding of 2, 00:00:00.0140124, 00:00:00.0011508, 00:00:00.0012027
1.4, 1.4 Superdense coding of 3, 00:00:00.0142474, 00:00:00.0007623, 00:00:00.0013002
1.5, 1.5 Deutsch Algorithm Constant True, 00:00:00.0125735, 00:00:00.0007707, 00:00:00.0011209
1.6, 1.6 Deutsch Algorithm Constant False, 00:00:00.0218407, 00:00:00.0011235, 00:00:00.0020134
1.7, 1.7 Deutsch Algorithm Identity, 00:00:00.0132880, 00:00:00.0009239, 00:00:00.0011798
1.8, 1.8 Deutsch Algorithm Inversion, 00:00:00.0127854, 00:00:00.0006625, 00:00:00.0011600
1.9, 1.9 Deutsch-Josza with 3 qubits, 00:00:00.0163954, 00:00:00.0015047, 00:00:00.0014378
1.10, 1.10 Bernstein Vazrani for value 3 with 3 qubits, 00:00:00.0148580, 00:00:00.0007809, 00:00:00.0013572
1.11, 1.11 Simons Algorithm for 11, 00:00:00.0201974, 00:00:00.0010794, 00:00:00.0018542
1.12, 1.12 3 Qubit Quantum Fourier Transform, 00:00:00.0188257, 00:00:00.0014188, 00:00:00.0016816
1.13, 1.13 4 Qubit Quantum Fourier Transform, 00:00:00.0286577, 00:00:00.0014170, 00:00:00.0026457
1.19, 1.19 bernstein-vazirani, 00:00:00.0215845, 00:00:00.0013916, 00:00:00.0019700
1.21, 1.21 Deutsch_Algorithm, 00:00:00.0141293, 00:00:00.0008181, 00:00:00.0012725
1.22, 1.22 inverseqft1, 00:00:00.0184653, 00:00:00.0016260, 00:00:00.0016281
1.23, 1.23 inverseqft2, 00:00:00.0147786, 00:00:00.0010014, 00:00:00.0013287
1.25, 1.25 iswap, 00:00:00.0138518, 00:00:00.0007595, 00:00:00.0012511
1.27, 1.27 qec, 00:00:00.0177576, 00:00:00.0009053, 00:00:00.0016436
1.28, 1.28 qe_qft_3, 00:00:00.0189887, 00:00:00.0013487, 00:00:00.0017014
1.31, 1.31 qft, 00:00:00.0411250, 00:00:00.0017145, 00:00:00.0038800
1.32, 1.32 qpt, 00:00:00.0138446, 00:00:00.0009095, 00:00:00.0012352
1.33, 1.33 rb, 00:00:00.0163975, 00:00:00.0010897, 00:00:00.0014710
1.34, 1.34 teleport, 00:00:00.0141597, 00:00:00.0009495, 00:00:00.0012780
1.35, 1.35 teleportv2, 00:00:00.0173116, 00:00:00.0009608, 00:00:00.0015904
1.36, 1.36 W-state, 00:00:00.0233558, 00:00:00.0013766, 00:00:00.0021325
1.37, 1.37 W3test, 00:00:00.0159510, 00:00:00.0011852, 00:00:00.0014205
