"Operation Index","Operation Name","Latency","Priority"
0,"u3 (2E67499)","00:00:00.0010000","17"
1,"u3 (21A1964)","00:00:00.0010000","19"
2,"cx (2EAE488)","00:00:00.0020000","18"
3,"barrier (24208CF)","00:00:00.0010000","16"
4,"cx (524F48)","00:00:00.0020000","15"
5,"u3 (2E4C98E)","00:00:00.0010000","13"
6,"measurement (20B1601)","00:00:00.0030000","12"
7,"measurement (263C60A)","00:00:00.0030000","12"
8,"if 1 then u3 (181F65A)","00:00:00.0020000","9"
9,"if 2 then u3 (191A92A)","00:00:00.0020000","7"
10,"if 3 then u3 (21EF27B)","00:00:00.0020000","5"
11,"measurement (3168656)","00:00:00.0030000","3"
