"Operation Index","Operation Name","Latency","Priority"
0,"u3 (13B5FAD)","00:00:00.0010000","12"
1,"u3 (3165D16)","00:00:00.0010000","11"
2,"u3 (3C945C6)","00:00:00.0010000","10"
3,"u3 (21373F6)","00:00:00.0010000","10"
4,"cx (2AF13A7)","00:00:00.0020000","9"
5,"u3 (27B0E2)","00:00:00.0010000","7"
6,"u3 (16537F9)","00:00:00.0010000","7"
7,"cx (8EF7C3)","00:00:00.0020000","6"
8,"u3 (106B5E3)","00:00:00.0010000","4"
9,"measurement (13C6501)","00:00:00.0030000","3"
10,"measurement (31F8D0E)","00:00:00.0030000","3"
