"Qubit Index","Priority 1","Priority 2","Priority 3","Priority 4","Priority 5","Priority 6","Priority 7","Priority 8","Priority 9"
"0","q0::u3 (A59A6E)","q0::cx* (65DD1A)",,,,,,,"q0::measurement (16CD633)"
"1",,,,"q1::u3 (1D26DE6)","q1::cx* (2129F4F)",,"q1::u3 (3E4683D)","q1::cx* (344FB5B)","q1::measurement (D387D1)"
"2",,"q2::cx (65DD1A)","q2::u3 (394C5EA)","q2::u3 (3AF541)","q2::cx (2129F4F)","q2::u3 (2A799CD)","q2::u3 (307AA26)","q2::cx (344FB5B)","q2::measurement (36FC65D)"
"3"
"4"
"5"
