Circuit Id, Circuit Name, Total Experiment Time, Analysis Time, Average Optimization Time
1.0, 1.0 Quantum Teleportation, 00:00:00.1065605, 00:00:00.0361042, 00:00:00.0076645
1.1, 1.1 Superdense coding of 0, 00:01:00.5002554, 00:01:00.4457160, 00:00:00.0057408
1.2, 1.2 Superdense coding of 1, 00:01:03.1050683, 00:01:03.0377283, 00:00:00.0071790
1.3, 1.3 Superdense coding of 2, 00:01:02.4451632, 00:01:02.3928115, 00:00:00.0055223
1.4, 1.4 Superdense coding of 3, 00:01:06.9973187, 00:01:06.9396645, 00:00:00.0058863
1.5, 1.5 Deutsch Algorithm Constant True, 00:01:09.9713983, 00:01:09.9228831, 00:00:00.0052509
1.6, 1.6 Deutsch Algorithm Constant False, 00:01:04.9287052, 00:01:04.8450740, 00:00:00.0090180
1.7, 1.7 Deutsch Algorithm Identity, 00:01:06.6685004, 00:01:06.6193763, 00:00:00.0051809
1.8, 1.8 Deutsch Algorithm Inversion, 00:01:07.2390856, 00:01:07.1917988, 00:00:00.0050089
1.9, 1.9 Deutsch-Josza with 3 qubits, 00:00:00.0870247, 00:00:00.0078310, 00:00:00.0083628
1.10, 1.10 Bernstein Vazrani for value 3 with 3 qubits, 00:00:00.0257119, 00:00:00.0035193, 00:00:00.0023888
1.11, 1.11 Simons Algorithm for 11, 00:00:00.0191419, 00:00:00.0020081, 00:00:00.0018289
1.12, 1.12 3 Qubit Quantum Fourier Transform, 00:00:09.0386836, 00:00:08.9831953, 00:00:00.0058852
1.13, 1.13 4 Qubit Quantum Fourier Transform, 00:00:00.1116095, 00:00:00.0081952, 00:00:00.0113217
1.16, 1.16 Quantum Approximate Optimization MaxCut, 00:00:09.1539052, 00:00:08.9659329, 00:00:00.0206185
1.19, 1.19 bernstein-vazirani, 00:00:09.1328782, 00:00:09.0846649, 00:00:00.0050842
1.21, 1.21 Deutsch_Algorithm, 00:01:06.5388111, 00:01:06.4885207, 00:00:00.0053130
1.22, 1.22 inverseqft1, 00:01:03.7849570, 00:01:03.7251016, 00:00:00.0063763
1.23, 1.23 inverseqft2, 00:01:03.5685950, 00:01:03.5132841, 00:00:00.0059668
1.25, 1.25 iswap, 00:01:05.8642133, 00:01:05.8131308, 00:00:00.0053913
1.27, 1.27 qec, 00:00:00.1002069, 00:00:00.0104941, 00:00:00.0077242
1.28, 1.28 qe_qft_3, 00:00:09.0119684, 00:00:08.9538444, 00:00:00.0061826
1.31, 1.31 qft, 00:00:00.1253716, 00:00:00.0070443, 00:00:00.0130389
1.32, 1.32 qpt, 00:01:19.6844801, 00:01:19.6325518, 00:00:00.0055953
1.33, 1.33 rb, 00:01:08.0470002, 00:01:08.0306520, 00:00:00.0015906
1.34, 1.34 teleport, 00:01:10.4532315, 00:01:10.4036259, 00:00:00.0052354
1.35, 1.35 teleportv2, 00:01:03.8327604, 00:01:03.7808697, 00:00:00.0055503
1.36, 1.36 W-state, 00:00:09.2653693, 00:00:09.2290840, 00:00:00.0037938
1.37, 1.37 W3test, 00:00:09.3459287, 00:00:09.3287014, 00:00:00.0016966
