"Qubit Index","Priority 1","Priority 2","Priority 3","Priority 4","Priority 5","Priority 6","Priority 7","Priority 8","Priority 9","Priority 10","Priority 11","Priority 12","Priority 13","Priority 14","Priority 15","Priority 16","Priority 17","Priority 18","Priority 19","Priority 20","Priority 21","Priority 22","Priority 23","Priority 24","Priority 25"
"0","q0::u3 (307BD7E)","q0::u3 (345A972)","q0::u3 (15F86B4)","q0::cx (5BBC5B)","q0::u3 (3399F34)","q0::cx (10698DA)","q0::u3 (13B5FAD)","q0::cx (3165D16)","q0::u3 (3C945C6)","q0::cx (21373F6)",,,,,,,,,,,,,,"q0::u3 (2AF13A7)","q0::u3 (16537F9)"
"1",,"q1::u3 (172F505)",,"q1::cx* (5BBC5B)",,,,"q1::cx* (3165D16)",,,"q1::u3 (27B0E2)","q1::cx (8EF7C3)","q1::u3 (106B5E3)","q1::cx (13C6501)","q1::u3 (31F8D0E)","q1::u3 (FBA1A2)","q1::u3 (39E2445)","q1::u3 (1097A22)","q1::cx (1554B35)","q1::u3 (3FFA4DF)","q1::u3 (3E32AA4)","q1::u3 (2E07E1A)","q1::measurement (1E46EEF)"
"2",,,,,"q2::u3 (10A9D30)","q2::cx* (10698DA)",,,,"q2::cx* (21373F6)",,"q2::cx* (8EF7C3)",,"q2::cx* (13C6501)",,"q2::u3 (1BF583)","q2::u3 (D8AEB2)","q2::u3 (8F4675)","q2::cx* (1554B35)",,"q2::u3 (3FCCBD9)","q2::u3 (2FC7FCA)","q2::measurement (107E668)"
"3"
"4"
"5"
