"Qubit Index","Priority 1","Priority 2","Priority 3","Priority 4","Priority 5","Priority 6","Priority 7","Priority 8","Priority 9","Priority 10","Priority 11","Priority 12","Priority 13","Priority 14","Priority 15","Priority 16","Priority 17","Priority 18","Priority 19","Priority 20","Priority 21","Priority 22","Priority 23","Priority 24","Priority 25","Priority 26","Priority 27","Priority 28","Priority 29","Priority 30","Priority 31","Priority 32","Priority 33","Priority 34","Priority 35","Priority 36","Priority 37","Priority 38","Priority 39","Priority 40","Priority 41","Priority 42","Priority 43","Priority 44","Priority 45","Priority 46","Priority 47","Priority 48","Priority 49","Priority 50","Priority 51","Priority 52","Priority 53","Priority 54","Priority 55","Priority 56","Priority 57","Priority 58","Priority 59","Priority 60","Priority 61","Priority 62","Priority 63","Priority 64","Priority 65","Priority 66","Priority 67","Priority 68","Priority 69","Priority 70","Priority 71","Priority 72","Priority 73","Priority 74","Priority 75","Priority 76","Priority 77","Priority 78","Priority 79","Priority 80","Priority 81","Priority 82","Priority 83","Priority 84","Priority 85","Priority 86","Priority 87","Priority 88","Priority 89","Priority 90","Priority 91","Priority 92","Priority 93","Priority 94","Priority 95","Priority 96","Priority 97","Priority 98","Priority 99","Priority 100","Priority 101","Priority 102","Priority 103","Priority 104","Priority 105","Priority 106","Priority 107","Priority 108","Priority 109","Priority 110","Priority 111","Priority 112","Priority 113"
"0",,,"q5::cx (2D538D3)",,,,"q5::cx* (2A56028)",,,,"q5::cx* (65719F)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"q5::cx* (3E51479)","q5::u3 (30DB843)","q5::cx* (3574D54)",,,,"q5::cx* (26B2F51)",,,,"q5::cx* (107ADCB)",,"q5::cx* (1CD2A87)","q5::u3 (367EC5)","q5::cx* (13E1C87)",,"q5::cx (32F00C6)","q5::cx* (A706F6)"
"1","q0::u3 (12EFF60)","q0::cx* (3DECD6C)","q0::cx* (2D538D3)","q0::u3 (17EFF6D)","q0::cx (176FADD)","q0::u3 (12ED1CB)","q0::cx (2A56028)","q0::u3 (3D0616D)","q0::cx (2536CDC)","q0::u3 (EED3BC)","q0::cx (65719F)","q0::u3 (18F39C)","q0::u3 (E0907F)","q0::cx (29F7799)",,,,"q0::cx* (F82DE1)",,,,"q0::cx* (8FD45A)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"q0::cx* (2316C46)","q0::u3 (3BCCE7B)","q0::cx* (2BD5535)",,,,"q0::cx* (187FBE3)",,,,"q0::cx* (21E9736)",,"q0::cx* (201763C)","q0::u3 (20D2822)","q0::cx* (229B2E9)",,"q0::cx (3774A34)","q0::cx* (3319BD8)",,"q0::u3 (BE7A9F)","q0::cx (2B24F98)","q0::u3 (44CC5E)","q0::cx (26B2F51)","q0::u3 (1C4A9DA)","q0::cx (3E9F8AA)","q0::u3 (339BDFA)","q0::cx (107ADCB)",,,,"q0::u3 (36DFD5D)","q0::u3 (2DDE847)","q0::cx* (32F00C6)"
"2",,,,,,,,,,,,"q6::cx* (211B7F4)",,"q6::cx* (29F7799)","q6::u3 (39B3462)","q6::cx (74D77A)","q6::u3 (1B9351)","q6::cx (F82DE1)","q6::u3 (B99CE9)","q6::cx (2868433)","q6::u3 (2BAA5D1)","q6::cx (8FD45A)","q6::u3 (18230BE)","q6::u3 (193B6B2)","q6::cx (1E7F608)",,,,"q6::cx* (1E88916)",,,,"q6::cx* (A16AE6)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"q6::cx* (F4C6B9)","q6::u3 (9AFC82)","q6::cx* (109E54F)",,,,"q6::cx* (ED3D6)",,,,"q6::cx* (324D7)",,"q6::cx* (93377A)","q6::u3 (12CF351)","q6::cx* (338FCC7)",,"q6::cx (100E300)","q6::cx* (107FB01)",,"q6::u3 (147D30B)","q6::cx (3866B67)","q6::u3 (3B9C6A7)","q6::cx (187FBE3)","q6::u3 (1C7DAFB)","q6::cx (6B2DA)","q6::u3 (3C49B0)","q6::cx (21E9736)",,,,"q6::u3 (3ADD85F)","q6::u3 (11C9B5C)","q6::cx* (3774A34)"
"3",,,,,,,,,,,,,,,,,,,,,,,"q7::cx* (A7FEE4)",,"q7::cx* (1E7F608)","q7::u3 (127A64A)","q7::cx (264D89B)","q7::u3 (18B9D74)","q7::cx (1E88916)","q7::u3 (12CD1CA)","q7::cx (2936022)","q7::u3 (32E6136)","q7::cx (A16AE6)","q7::u3 (312D30B)","q7::u3 (3A96B69)","q7::cx (218E39)",,,,"q7::cx* (3FE0C82)",,,,"q7::cx* (1FE949D)",,"q7::cx* (19ECBC9)",,"q7::u3 (2952A18)","q7::cx* (13251B2)",,,,"q7::cx* (39E8459)",,,,"q7::cx* (19DF83C)",,"q7::cx* (1970031)","q7::u3 (24F01B9)","q7::cx* (2FF8BB7)",,"q7::cx (2FBE977)","q7::cx* (2DB3536)",,"q7::u3 (1B4DEEE)","q7::cx (35BD65E)","q7::u3 (23A8950)","q7::cx (ED3D6)","q7::u3 (857287)","q7::cx (B106C6)","q7::u3 (2393CFB)","q7::cx (324D7)",,,,"q7::u3 (FEA830)","q7::u3 (F3E9B8)","q7::cx* (100E300)"
"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"q8::cx* (1590FCD)",,"q8::cx* (218E39)","q8::u3 (12E0004)","q8::cx (29E0027)","q8::u3 (38E0163)","q8::cx (3FE0C82)","q8::u3 (3EE7093)","q8::cx (361F531)","q8::u3 (2719EBC)","q8::cx (1FE949D)",,"q8::u3 (18D05AD)","q8::u3 (1F53316)","q8::cx* (2C4DF48)",,"q8::u3 (EBD98D)","q8::cx (4AA5FA)","q8::u3 (29FD5D1)","q8::cx (39E8459)","q8::u3 (92A724)","q8::cx (127E04C)","q8::u3 (266E2B1)","q8::cx (19DF83C)",,,,"q8::u3 (2FB8B10)","q8::u3 (2D7E393)","q8::cx* (2FBE977)"
"5","q1::u3 (2A6FA61)","q1::cx (3DECD6C)",,,"q1::cx* (176FADD)",,,,"q1::cx* (2536CDC)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"q1::u3 (390FE9F)","q1::cx (3E51479)","q1::u3 (37B7A5E)","q1::cx (3574D54)",,"q1::cx* (2B24F98)",,,,"q1::cx* (3E9F8AA)",,,"q1::u3 (1451C26)","q1::cx (1CD2A87)","q1::u3 (1EA74F2)","q1::cx (13E1C87)",,,"q1::cx (A706F6)","q1::measurement (1DF3EA9)"
"6","q2::u3 (2A6FA61)",,,,,,,,,,,"q2::cx (211B7F4)",,,,"q2::cx* (74D77A)",,,,"q2::cx* (2868433)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"q2::u3 (10E7731)","q2::cx (2316C46)","q2::u3 (1A3425B)","q2::cx (2BD5535)",,"q2::cx* (3866B67)",,,,"q2::cx* (6B2DA)",,,"q2::u3 (31350EE)","q2::cx (201763C)","q2::u3 (2766936)","q2::cx (229B2E9)",,,"q2::cx (3319BD8)",,,,,,,,,,,,,,,,,"q2::measurement (D933F9)"
"7","q3::u3 (2A6FA61)",,,,,,,,,,,,,,,,,,,,,,"q3::cx (A7FEE4)",,,,"q3::cx* (264D89B)",,,,"q3::cx* (2936022)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"q3::u3 (1ACC21D)","q3::cx (F4C6B9)","q3::u3 (172E097)","q3::cx (109E54F)",,"q3::cx* (35BD65E)",,,,"q3::cx* (B106C6)",,,"q3::u3 (1C4B93)","q3::cx (93377A)","q3::u3 (2948DDD)","q3::cx (338FCC7)",,,"q3::cx (107FB01)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"q3::measurement (3A2D3C6)"
"8","q4::u3 (2A6FA61)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"q4::cx (1590FCD)",,,,"q4::cx* (29E0027)",,,,"q4::cx* (361F531)",,,"q4::u3 (1F33985)","q4::cx (19ECBC9)",,"q4::u3 (33E7ADA)","q4::cx (13251B2)",,"q4::cx* (4AA5FA)",,,,"q4::cx* (127E04C)",,,"q4::u3 (28DBA1E)","q4::cx (1970031)","q4::u3 (C70F86)","q4::cx (2FF8BB7)",,,"q4::cx (2DB3536)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"q4::measurement (B971F9)"
