"Qubit Index","Priority 1","Priority 2","Priority 3","Priority 4","Priority 5","Priority 6","Priority 7","Priority 8","Priority 9","Priority 10","Priority 11","Priority 12","Priority 13","Priority 14","Priority 15","Priority 16","Priority 17","Priority 18","Priority 19","Priority 20","Priority 21","Priority 22","Priority 23","Priority 24","Priority 25","Priority 26","Priority 27","Priority 28","Priority 29","Priority 30","Priority 31","Priority 32","Priority 33","Priority 34","Priority 35","Priority 36","Priority 37","Priority 38","Priority 39","Priority 40","Priority 41","Priority 42","Priority 43","Priority 44","Priority 45","Priority 46","Priority 47","Priority 48","Priority 49","Priority 50","Priority 51","Priority 52","Priority 53","Priority 54","Priority 55","Priority 56","Priority 57","Priority 58","Priority 59","Priority 60","Priority 61","Priority 62","Priority 63","Priority 64","Priority 65","Priority 66","Priority 67","Priority 68","Priority 69","Priority 70","Priority 71","Priority 72","Priority 73","Priority 74","Priority 75","Priority 76","Priority 77","Priority 78","Priority 79","Priority 80","Priority 81","Priority 82","Priority 83","Priority 84","Priority 85","Priority 86"
"0",,,,"q0::u3 (2E9E79F)","q0::u3 (14945C)","q0::cx* (2E10C83)",,,,"q0::cx* (1C1BEA9)",,,,,,,"q0::cx* (26E8EA7)","q0::u3 (1E303E0)","q0::cx* (3760A7B)",,,,,"q0::u3 (3265E57)","q0::u3 (42A6D1)","q0::u3 (1CD0B6F)","q0::cx* (A29604)",,,,"q0::cx* (2E6C760)",,,,,,,"q0::cx* (45BBAC)","q0::u3 (273990E)","q0::cx* (32EDA07)",,,,,"q0::u3 (A5AA44)","q0::u3 (3C1DC44)","q0::u3 (30C402E)","q0::cx* (C05165)",,,,"q0::cx* (E61AC8)",,,,,,,"q0::cx* (14BD429)","q0::u3 (3AA7578)","q0::cx* (6884DC)",,,,,"q0::u3 (3ACABBD)","q0::u3 (2B50ED0)","q0::u3 (1972FB2)","q0::cx* (1A8E37F)",,,,"q0::cx* (16E7CB9)",,,,,,,"q0::cx* (3058D77)","q0::u3 (331F937)","q0::cx* (14EAF51)",,"q0::u3 (3C429DB)","q0::u3 (19B31CC)","q0::measurement (2F0CF92)"
"1","q1::u3 (2392498)","q1::u3 (B93740)","q1::cx* (29A7B69)",,,,,"q1::cx* (134F5B6)",,,"q1::u3 (3CFB3F2)","q1::cx* (B7EFA8)","q1::u3 (2776CF0)","q1::cx* (3C97814)","q1::u3 (21538BB)","q1::cx* (B6F367)",,,,"q1::u3 (FB22E5)","q1::u3 (595112)","q1::u3 (257DD60)","q1::u3 (3566EA)","q1::cx* (E59013)",,,,,"q1::cx* (3717766)",,,"q1::u3 (21D0266)","q1::cx* (32DC278)","q1::u3 (9BD63F)","q1::cx* (14EC9F2)","q1::u3 (3C5198A)","q1::cx* (15D14DA)",,,,"q1::u3 (2106181)","q1::u3 (1D2FC65)","q1::u3 (1D0BE6C)","q1::u3 (36E41A4)","q1::cx* (1E2C4F4)",,,,,"q1::cx* (D9C11E)",,,"q1::u3 (16F10F)","q1::cx* (34245E5)","q1::u3 (154750E)","q1::cx* (3B90979)","q1::u3 (1815545)","q1::cx* (1EBFB21)",,,,"q1::u3 (FE213E)","q1::u3 (11209AA)","q1::u3 (5D8554)","q1::u3 (250AD46)","q1::cx* (386D366)",,,,,"q1::cx* (26FFB38)",,,"q1::u3 (E26284)","q1::cx* (3A12C05)","q1::u3 (AA8C35)","q1::cx* (1F65D00)","q1::u3 (1A94505)","q1::cx* (28ED6D4)",,,,"q1::u3 (C1C2F4)","q1::u3 (1E578B6)","q1::u3 (274C031)","q1::measurement (2774C29)"
"2","q2::u3 (2495F)","q2::u3 (282F144)","q2::cx (29A7B69)",,"q2::u3 (36E56B9)","q2::cx (2E10C83)","q2::u3 (1E970A2)","q2::cx (134F5B6)","q2::u3 (2DCA368)","q2::cx (1C1BEA9)","q2::u3 (24D5384)","q2::cx (B7EFA8)","q2::u3 (232D474)","q2::cx (3C97814)","q2::u3 (2BEFE99)","q2::cx (B6F367)","q2::cx (26E8EA7)","q2::u3 (D43A0D)","q2::cx (3760A7B)",,"q2::u3 (323D9A5)","q2::u3 (116C861)","q2::u3 (1E09E3B)","q2::cx (E59013)",,"q2::u3 (1210AB)","q2::cx (A29604)","q2::u3 (1B74627)","q2::cx (3717766)","q2::u3 (2FD3298)","q2::cx (2E6C760)","q2::u3 (305159B)","q2::cx (32DC278)","q2::u3 (17A8837)","q2::cx (14EC9F2)","q2::u3 (1EDE5DF)","q2::cx (15D14DA)","q2::cx (45BBAC)","q2::u3 (2936D8F)","q2::cx (32EDA07)",,"q2::u3 (6ADF95)","q2::u3 (56B1CC)","q2::u3 (2E04EC5)","q2::cx (1E2C4F4)",,"q2::u3 (F8EC99)","q2::cx (C05165)","q2::u3 (2C2DC91)","q2::cx (D9C11E)","q2::u3 (3A7CA16)","q2::cx (E61AC8)","q2::u3 (CE798B)","q2::cx (34245E5)","q2::u3 (3F81D7F)","q2::cx (3B90979)","q2::u3 (18BFF75)","q2::cx (1EBFB21)","q2::cx (14BD429)","q2::u3 (EF2B34)","q2::cx (6884DC)",,"q2::u3 (1A256FA)","q2::u3 (349AFF7)","q2::u3 (D6177D)","q2::cx (386D366)",,"q2::u3 (3BD6E9C)","q2::cx (1A8E37F)","q2::u3 (2EFFF78)","q2::cx (26FFB38)","q2::u3 (1EFD4F8)","q2::cx (16E7CB9)","q2::u3 (3F576AB)","q2::cx (3A12C05)","q2::u3 (1FEEDE3)","q2::cx (1F65D00)","q2::u3 (2F36D34)","q2::cx (28ED6D4)","q2::cx (3058D77)","q2::u3 (2CFDA97)","q2::cx (14EAF51)",,"q2::u3 (1113E6C)","q2::u3 (21AC1BA)","q2::measurement (231AD79)"
"3"
"4"
"5"
"6"
"7"
"8"
"9"
