Circuit Id,Generic Linear 5 Qubit Machine,Burlington,Essex,Simulator,London,Ourense,Rome,Vigo,Yorktown,Armonk
2.0,170,170,170,0,170,170,170,170,0,
2.1,0,0,0,0,0,0,0,0,0,
2.2,0,0,0,0,0,0,0,0,0,
2.3,0,0,0,0,0,0,0,0,0,
2.4,0,0,0,0,0,0,0,0,0,
2.5,0,0,0,0,0,0,0,0,0,
2.6,0,0,0,0,0,0,0,0,0,
2.7,0,0,0,0,0,0,0,0,0,
2.8,0,0,0,0,0,0,0,0,0,
2.9,1020,510,510,0,510,510,1020,510,510,
2.10,340,340,340,0,340,340,340,340,0,
2.11,680,850,850,0,850,850,680,850,340,
2.12,340,340,340,0,340,340,340,340,0,
2.13,1020,1190,1190,0,1190,1190,1020,1190,510,
2.14,1700,1530,1530,0,1530,1530,1700,1530,850,
2.15,1190,1190,1190,0,1190,1190,1190,1190,0,
2.16,680,1020,1020,0,1020,1020,680,1020,0,
2.17,3910,3910,3910,0,3910,3910,3910,3910,0,
2.18,,,,0,,,,,,
2.19,340,340,340,0,340,340,340,340,0,
2.20,,,,0,,,,,,
2.21,0,0,0,0,0,0,0,0,0,
2.22,0,0,0,0,0,0,0,0,0,
2.23,0,0,0,0,0,0,0,0,0,
2.24,0,0,0,0,0,0,0,0,0,
2.25,0,0,0,0,0,0,0,0,0,
2.26,1870,1530,1530,0,1530,1530,1870,1530,680,
2.27,1700,1360,1360,0,1360,1360,1700,1360,510,
2.28,340,340,340,0,340,340,340,340,0,
2.29,2720,1700,1700,0,1700,1700,2720,1700,1020,
2.30,1190,2040,2040,0,2040,2040,1190,2040,0,
2.31,850,1190,1190,0,1190,1190,850,1190,510,
2.32,0,0,0,0,0,0,0,0,0,0
2.33,0,0,0,0,0,0,0,0,0,
2.34,0,0,0,0,0,0,0,0,0,
2.35,0,0,0,0,0,0,0,0,0,
2.36,510,510,510,0,510,510,510,510,0,
2.37,340,340,340,0,340,340,340,340,0,
2.38,,,,0,,,,,,
