Circuit Id,Generic Linear 5 Qubit Machine,Burlington,Essex,Simulator,London,Ourense,Rome,Vigo,Yorktown,Armonk
2.0,2,2,2,0,2,2,2,2,0,
2.1,0,0,0,0,0,0,0,0,0,
2.2,0,0,0,0,0,0,0,0,0,
2.3,0,0,0,0,0,0,0,0,0,
2.4,0,0,0,0,0,0,0,0,0,
2.5,0,0,0,0,0,0,0,0,0,
2.6,0,0,0,0,0,0,0,0,0,
2.7,0,0,0,0,0,0,0,0,0,
2.8,0,0,0,0,0,0,0,0,0,
2.9,12,6,6,0,6,6,12,6,6,
2.10,4,4,4,0,4,4,4,4,0,
2.11,8,10,10,0,10,10,8,10,4,
2.12,4,4,4,0,4,4,4,4,0,
2.13,12,14,14,0,14,14,12,14,6,
2.14,20,18,18,0,18,18,20,18,10,
2.15,14,14,14,0,14,14,14,14,0,
2.16,8,12,12,0,12,12,8,12,0,
2.17,46,46,46,0,46,46,46,46,0,
2.18,,,,0,,,,,,
2.19,4,4,4,0,4,4,4,4,0,
2.20,,,,0,,,,,,
2.21,0,0,0,0,0,0,0,0,0,
2.22,0,0,0,0,0,0,0,0,0,
2.23,0,0,0,0,0,0,0,0,0,
2.24,0,0,0,0,0,0,0,0,0,
2.25,0,0,0,0,0,0,0,0,0,
2.26,22,18,18,0,18,18,22,18,8,
2.27,20,16,16,0,16,16,20,16,6,
2.28,4,4,4,0,4,4,4,4,0,
2.29,32,20,20,0,20,20,32,20,12,
2.30,14,24,24,0,24,24,14,24,0,
2.31,10,14,14,0,14,14,10,14,6,
2.32,0,0,0,0,0,0,0,0,0,0
2.33,0,0,0,0,0,0,0,0,0,
2.34,0,0,0,0,0,0,0,0,0,
2.35,0,0,0,0,0,0,0,0,0,
2.36,6,6,6,0,6,6,6,6,0,
2.37,4,4,4,0,4,4,4,4,0,
2.38,,,,0,,,,,,
