Circuit Id,Generic Linear 5 Qubit Machine,Burlington,Essex,Simulator,London,Ourense,Rome,Vigo,Yorktown,Armonk
2.0,8,8,8,2,8,8,8,8,2,
2.1,2,2,2,2,2,2,2,2,2,
2.2,2,2,2,2,2,2,2,2,2,
2.3,2,2,2,2,2,2,2,2,2,
2.4,2,2,2,2,2,2,2,2,2,
2.5,0,0,0,0,0,0,0,0,0,
2.6,0,0,0,0,0,0,0,0,0,
2.7,1,1,1,1,1,1,1,1,1,
2.8,0,0,0,0,0,0,0,0,0,
2.9,39,21,21,3,21,21,39,21,21,
2.10,18,18,18,6,18,18,18,18,6,
2.11,28,34,34,4,34,34,28,34,16,
2.12,18,18,18,6,18,18,18,18,6,
2.13,48,54,54,12,54,54,48,54,30,
2.14,80,74,74,20,74,74,80,74,50,
2.15,75,75,75,33,75,75,75,75,33,
2.16,40,52,52,16,52,52,40,52,16,
2.17,174,174,174,36,174,174,174,174,36,
2.18,,,,68,,,,,,
2.19,19,19,19,7,19,19,19,19,7,
2.20,,,,137,,,,,,
2.21,1,1,1,1,1,1,1,1,1,
2.22,6,6,6,6,6,6,6,6,6,
2.23,6,6,6,6,6,6,6,6,6,
2.24,30,30,30,30,30,30,30,30,30,
2.25,2,2,2,2,2,2,2,2,2,
2.26,108,96,96,42,96,96,108,96,66,
2.27,69,57,57,9,57,57,69,57,27,
2.28,22,22,22,10,22,22,22,22,10,
2.29,127,91,91,31,91,91,127,91,67,
2.30,84,114,114,42,114,114,84,114,42,
2.31,48,60,60,18,60,60,48,60,36,
2.32,0,0,0,0,0,0,0,0,0,0
2.33,7,7,7,7,7,7,7,7,7,
2.34,4,4,4,4,4,4,4,4,4,
2.35,4,4,4,4,4,4,4,4,4,
2.36,27,27,27,9,27,27,27,27,9,
2.37,15,15,15,3,15,15,15,15,3,
2.38,,,,14436,,,,,,
