Circuit Id, Estimated Time
2.0,0.34006800000000054
2.1,0.17005949999999972
2.2,0.17005949999999972
2.3,0.17005949999999972
2.4,0.1700679999999998
2.5,0.08505100000000003
2.6,0.0850339999999999
2.7,0.08505100000000003
2.8,0.08504250000000009
2.9,0.25515299999999996
2.10,0.25511050000000046
2.11,0.34010199999999985
2.12,0.00020400000000000022
2.13,0.00039100000000000023
2.14,0.0006375000000000009
2.15,0.0013770000000000008
2.16,0.4254674999999998
2.17,0.2563514999999996
2.18,0.42673399999999945
2.19,0.170323
2.20,0.7684595000000009
2.21,0.08505100000000003
2.22,1.2751359999999974
2.23,0.8500934999999993
2.24,1.530951999999997
2.25,0.17009350000000026
2.26,0.34119000000000016
2.27,0.42510199999999965
2.28,0.08520400000000003
2.29,0.08583300000000003
2.30,0.0862325000000001
2.31,0.085408
2.32,0.08500849999999999
2.33,0.08511049999999983
2.34,0.4250764999999992
2.35,0.5100849999999993
2.36,0.2553315000000002
2.37,0.25511050000000046
2.38,1.0998064999999986
