"Qubit Index","Priority 1","Priority 2","Priority 3","Priority 4","Priority 5","Priority 6","Priority 7","Priority 8","Priority 9","Priority 10","Priority 11"
"0",,,"q0::u3 (126510F)","q0::barrier (21CD4B3)","q0::cx* (3037A4B)","q0::u3 (31F4CA4)","q0::measurement (19B1C7)"
"1","q1::u3 (258D98A)","q1::cx* (11FA5DB)",,"q1::barrier (21CD4B3)","q1::cx (3037A4B)",,,"q1::measurement (E74006)"
"2",,"q2::cx (11FA5DB)",,"q2::barrier (21CD4B3)",,,,,"q2::if 1 then u3 (214038)","q2::if 1 then u3 (12B4200)","q2::measurement (2855206)"
"3"
"4"
"5"
"6"
"7"
"8"
"9"
"10"
"11"
"12"
"13"
"14"
"15"
"16"
"17"
"18"
"19"
"20"
"21"
"22"
"23"
"24"
"25"
"26"
"27"
"28"
"29"
"30"
"31"
"32"
