"Qubit Index","Priority 1","Priority 2","Priority 3","Priority 4","Priority 5","Priority 6","Priority 7","Priority 8","Priority 9","Priority 10","Priority 11","Priority 12","Priority 13","Priority 14","Priority 15","Priority 16","Priority 17","Priority 18","Priority 19","Priority 20","Priority 21","Priority 22","Priority 23","Priority 24","Priority 25"
"0","q0::u3 (2C6FDB6)","q0::u3 (FEEB68)","q0::u3 (1EC5BEB)","q0::cx (14F3B43)","q0::u3 (3C91560)","q0::cx (211C061)","q0::u3 (29FC371)","q0::cx (39DDF00)","q0::u3 (8CD708)","q0::cx (F38F48)",,,,,,,,,,,,,,"q0::u3 (90098A)","q0::u3 (19304E1)"
"1",,"q1::u3 (F646AA)",,"q1::cx* (14F3B43)",,,,"q1::cx* (39DDF00)",,,"q1::u3 (11055E0)","q1::cx (22B2BF0)","q1::u3 (3848B75)","q1::cx (3A8E721)","q1::u3 (F0202D)","q1::u3 (3FA2E72)","q1::u3 (228B22B)","q1::u3 (2E05FC1)","q1::cx (1E35DCA)","q1::u3 (FE4C1B)","q1::u3 (7614A1)","q1::u3 (15C873D)","q1::measurement (40C125)"
"2",,,,,"q2::u3 (A87BFD)","q2::cx* (211C061)",,,,"q2::cx* (F38F48)",,"q2::cx* (22B2BF0)",,"q2::cx* (3A8E721)",,"q2::u3 (71219A)","q2::u3 (3CBA204)","q2::u3 (36E4387)","q2::cx* (1E35DCA)",,"q2::u3 (F0ACF5)","q2::u3 (26B9B1)","q2::measurement (246CA54)"
"3"
"4"
"5"
"6"
"7"
"8"
"9"
"10"
"11"
"12"
"13"
"14"
"15"
"16"
"17"
"18"
"19"
"20"
"21"
"22"
"23"
"24"
"25"
"26"
"27"
"28"
"29"
"30"
"31"
"32"
