Circuit Id, Event Count
2.0, 8
2.1, 7
2.2, 7
2.3, 7
2.4, 8
2.5, 7
2.6, 5
2.7, 6
2.8, 6
2.9, 18
2.10, 14
2.11, 12
2.12, 18
2.13, 34
2.14, 55
2.15, 129
2.16, 44
2.17, 126
2.18, 144
2.19, 33
2.20, 286
2.21, 6
2.22, 21
2.23, 16
2.24, 86
2.25, 11
2.26, 102
2.27, 11
2.28, 19
2.29, 72
2.30, 108
2.31, 38
2.32, 4
2.33, 16
2.34, 11
2.35, 12
2.36, 33
2.37, 13
2.38, 34961
