Circuit Id, Circuit Name, Total Experiment Time, Analysis Time, Average Optimization Time
1.0, 1.0 Quantum Teleportation, 00:00:09.2661488, 00:00:08.9881051, 00:00:00.0274308
1.1, 1.1 Superdense coding of 0, 00:01:09.6501361, 00:01:09.1861703, 00:00:00.0461931
1.2, 1.2 Superdense coding of 1, 00:01:06.6016905, 00:01:06.1989997, 00:00:00.0382167
1.3, 1.3 Superdense coding of 2, 00:01:12.4658750, 00:01:12.1086223, 00:00:00.0355436
1.4, 1.4 Superdense coding of 3, 00:01:09.0684280, 00:01:08.7040344, 00:00:00.0362940
1.5, 1.5 Deutsch Algorithm Constant True, 00:01:10.5198865, 00:01:10.1396117, 00:00:00.0378422
1.6, 1.6 Deutsch Algorithm Constant False, 00:01:09.6173828, 00:01:09.5583251, 00:00:00.0057557
1.7, 1.7 Deutsch Algorithm Identity, 00:01:11.4182874, 00:01:10.9594282, 00:00:00.0449993
1.8, 1.8 Deutsch Algorithm Inversion, 00:01:10.8740615, 00:01:10.4864629, 00:00:00.0385732
1.9, 1.9 Deutsch-Josza with 3 qubits, 00:00:08.6365114, 00:00:08.5796931, 00:00:00.0055845
1.10, 1.10 Bernstein Vazrani for value 3 with 3 qubits, 00:00:08.6189393, 00:00:08.5116280, 00:00:00.0106312
1.11, 1.11 Simons Algorithm for 11, 00:00:08.8476329, 00:00:08.7447352, 00:00:00.0101583
1.12, 1.12 3 Qubit Quantum Fourier Transform, 00:00:17.6864548, 00:00:17.6133690, 00:00:00.0071807
1.13, 1.13 4 Qubit Quantum Fourier Transform, 00:00:08.6779039, 00:00:08.5505959, 00:00:00.0125854
1.19, 1.19 bernstein-vazirani, 00:00:17.4273641, 00:00:17.3518766, 00:00:00.0074001
1.21, 1.21 Deutsch_Algorithm, 00:01:11.5491325, 00:01:11.1788558, 00:00:00.0368874
1.22, 1.22 inverseqft1, 00:01:12.9100067, 00:01:12.5041044, 00:00:00.0403968
1.23, 1.23 inverseqft2, 00:01:12.3475625, 00:01:11.9477536, 00:00:00.0398098
1.25, 1.25 iswap, 00:01:11.7125246, 00:01:11.3688034, 00:00:00.0341710
1.27, 1.27 qec, 00:00:09.0703241, 00:00:08.9850387, 00:00:00.0084142
1.28, 1.28 qe_qft_3, 00:00:18.3191871, 00:00:18.2290233, 00:00:00.0089183
1.32, 1.32 qpt, 00:01:18.8799822, 00:01:18.4697906, 00:00:00.0408458
1.33, 1.33 rb, 00:01:13.2066019, 00:01:12.8081931, 00:00:00.0396437
1.34, 1.34 teleport, 00:01:10.1812759, 00:01:09.7812750, 00:00:00.0398495
1.35, 1.35 teleportv2, 00:01:11.4762486, 00:01:11.3772503, 00:00:00.0097764
1.36, 1.36 W-state, 00:00:18.9191997, 00:00:18.7718123, 00:00:00.0145928
1.37, 1.37 W3test, 00:00:19.0171552, 00:00:18.9032857, 00:00:00.0112194
