Circuit Id, Circuit Name, Total Experiment Time, Analysis Time, Average Optimization Time
2.0, 2.0 Quantum Teleportation, 0.1334968, 0.0148578, 0.0117459
2.1, 2.1 Superdense coding of 0, 0.0606113, 0.0010101, 0.0059322
2.2, 2.2 Superdense coding of 1, 0.0609134, 0.0007952, 0.0059752
2.3, 2.3 Superdense coding of 2, 0.0591066, 0.0010572, 0.00575
2.4, 2.4 Superdense coding of 3, 0.0637305, 0.0008224, 0.0062373
2.5, 2.5 Deutsch Algorithm Constant True, 0.0680811, 0.0008315, 0.0066952
2.6, 2.6 Deutsch Algorithm Constant False, 0.0673934, 0.0008584, 0.0066273
2.7, 2.7 Deutsch Algorithm Identity, 0.0589891, 0.0007923, 0.0057904
2.8, 2.8 Deutsch Algorithm Inversion, 0.0582526, 0.0008351, 0.005712
2.9, 2.9 Deutsch-Josza with 3 qubits, 0.0646366, 0.0014076, 0.0062875
2.10, 2.10 Bernstein Vazrani for value 3 with 3 qubits, 0.0631663, 0.0012992, 0.0061377
2.11, 2.11 Simons Algorithm for 11, 0.0629608, 0.0009412, 0.0061516
2.12, 2.12 3 Qubit Quantum Fourier Transform, 0.0642808, 0.0010111, 0.0062898
2.13, 2.13 4 Qubit Quantum Fourier Transform, 0.0654118, 0.0013252, 0.0063677
2.14, 2.14 5 Qubit Quantum Fourier Transform, 0.0788956, 0.0017041, 0.0076843
2.15, 2.15 Gover's search with 9 items, 0.0871679, 0.002327, 0.0084452
2.16, 2.16 Quantum Approximate Optimization MaxCut, 0.0690486, 0.0013052, 0.0067263
2.17, 2.17 011_3_qubit_grover_50_, 0.0912593, 0.0025898, 0.0088307
2.18, 2.18 adder, 0.0590488, 0.0023023, 0.0056232
2.19, 2.19 bernstein-vazirani, 0.0694941, 0.0011656, 0.0067794
2.20, 2.20 bigadder, 0.0660592, 0.0044422, 0.0061184
2.21, 2.21 Deutsch_Algorithm, 0.0620581, 0.0008997, 0.0060618
2.22, 2.22 inverseqft1, 0.0616312, 0.0016112, 0.0059782
2.23, 2.23 inverseqft2, 0.0636957, 0.0010378, 0.0062287
2.24, 2.24 ipea_3_pi_8, 0.0825151, 0.0024337, 0.0079792
2.25, 2.25 iswap, 0.0694088, 0.0016389, 0.0067411
2.26, 2.26 pea_3_pi_8, 0.0871897, 0.0026002, 0.0084183
2.27, 2.27 qec, 0.0639753, 0.0015363, 0.0062048
2.28, 2.28 qe_qft_3, 0.0633832, 0.0014345, 0.0061503
2.29, 2.29 qe_qft_4, 0.077415, 0.0017477, 0.0075168
2.30, 2.30 qe_qft_5, 0.0807511, 0.0019875, 0.0078521
2.31, 2.31 qft, 0.0700523, 0.0012075, 0.0068333
2.32, 2.32 qpt, 0.0618411, 0.0007781, 0.0060624
2.33, 2.33 rb, 0.0610774, 0.001238, 0.0059472
2.34, 2.34 teleport, 0.0617238, 0.0010195, 0.0060244
2.35, 2.35 teleportv2, 0.0588665, 0.0008764, 0.0057603
2.36, 2.36 W-state, 0.0674628, 0.001213, 0.0065737
2.37, 2.37 W3test, 0.0641453, 0.0010175, 0.006277
2.38, 2.38 Shors Quantum Kernel, 27.1550207, 0.3144778, 2.6839549
