"Operation Index","Operation Name","Latency","Priority"
0,"u3 (1A2B5E9)","00:00:00.0010000","8"
1,"u3 (2B86539)","00:00:00.0010000","7"
2,"u3 (7B8F05)","00:00:00.0010000","7"
3,"cx (58072D)","00:00:00.0020000","6"
4,"u3 (318409C)","00:00:00.0010000","4"
5,"measurement (3DA4582)","00:00:00.0030000","3"
