"Operation Index","Operation Name","Latency","Priority"
0,"u3 (2FC7FCA)","00:00:00.0010000","18"
1,"barrier (2E07E1A)","00:00:00.0010000","17"
2,"u3 (1E46EEF)","00:00:00.0010000","16"
3,"cx (107E668)","00:00:00.0020000","15"
4,"u3 (14719B0)","00:00:00.0010000","13"
5,"barrier (37FE737)","00:00:00.0010000","12"
6,"u3 (37F20F7)","00:00:00.0010000","11"
7,"u3 (37828AF)","00:00:00.0010000","11"
8,"cx (3396E29)","00:00:00.0020000","10"
9,"u3 (104DF77)","00:00:00.0010000","8"
10,"barrier (12BDB30)","00:00:00.0010000","7"
11,"u3 (28AB4B7)","00:00:00.0010000","6"
12,"u3 (2E05A74)","00:00:00.0010000","6"
13,"u3 (1E32E18)","00:00:00.0010000","5"
14,"barrier (FC9EDC)","00:00:00.0010000","4"
15,"measurement (E195C1)","00:00:00.0030000","3"
