"Operation Index","Operation Name","Latency","Priority"
0,"u3 (2516EF2)","00:00:00.0010000","14"
1,"u3 (DCE684)","00:00:00.0010000","10"
2,"cx (3C41AA6)","00:00:00.0020000","13"
3,"u3 (1E4EFD9)","00:00:00.0010000","11"
4,"u3 (10C6EA7)","00:00:00.0010000","10"
5,"cx (16FE3DF)","00:00:00.0020000","9"
6,"u3 (EF02DC)","00:00:00.0010000","7"
7,"u3 (6719BD)","00:00:00.0010000","6"
8,"u3 (39FE7AD)","00:00:00.0010000","6"
9,"cx (9F251C)","00:00:00.0020000","5"
10,"measurement (1984E04)","00:00:00.0030000","3"
11,"measurement (25ABE24)","00:00:00.0030000","3"
12,"measurement (130AF46)","00:00:00.0030000","3"
