"Qubit Index","Priority 1","Priority 2","Priority 3","Priority 4","Priority 5","Priority 6","Priority 7","Priority 8","Priority 9","Priority 10","Priority 11","Priority 12","Priority 13","Priority 14","Priority 15","Priority 16","Priority 17","Priority 18","Priority 19","Priority 20","Priority 21","Priority 22","Priority 23","Priority 24","Priority 25","Priority 26","Priority 27","Priority 28","Priority 29","Priority 30","Priority 31","Priority 32","Priority 33","Priority 34","Priority 35","Priority 36","Priority 37","Priority 38","Priority 39","Priority 40","Priority 41","Priority 42","Priority 43","Priority 44","Priority 45","Priority 46","Priority 47","Priority 48","Priority 49","Priority 50","Priority 51","Priority 52","Priority 53","Priority 54","Priority 55","Priority 56","Priority 57","Priority 58","Priority 59","Priority 60","Priority 61","Priority 62","Priority 63","Priority 64","Priority 65","Priority 66","Priority 67","Priority 68","Priority 69","Priority 70","Priority 71","Priority 72","Priority 73","Priority 74","Priority 75","Priority 76","Priority 77","Priority 78","Priority 79","Priority 80","Priority 81","Priority 82","Priority 83","Priority 84","Priority 85","Priority 86","Priority 87","Priority 88","Priority 89","Priority 90","Priority 91","Priority 92","Priority 93","Priority 94","Priority 95","Priority 96","Priority 97","Priority 98","Priority 99","Priority 100","Priority 101","Priority 102","Priority 103","Priority 104","Priority 105","Priority 106","Priority 107","Priority 108","Priority 109"
"0",,,,"q0::u3 (717DC5)","q0::u3 (32F27DC)","q0::swap (8C5329)","q1::cx* (3F1B7B3)",,"q1::swap (EEEC77)",,,"q0::swap (66502F)","q1::cx* (1F509D5)",,"q1::swap (398D1AC)",,,,,,"q0::swap (5F5F0D)","q1::cx* (31BD548)","q1::u3 (3FA7F8B)","q1::cx* (5533F1)",,,,,"q1::swap (35A577D)","q0::u3 (2FED37A)","q0::u3 (3A8386C)","q0::u3 (208AB8D)","q0::swap (22D136C)","q1::cx* (1DA4FD7)",,"q1::swap (395AED4)",,,"q0::swap (432574)","q1::cx* (184548)",,"q1::swap (25C5116)",,,,,,"q0::swap (13ED9CC)","q1::cx* (28BE5)","q1::u3 (16EB0E)","q1::cx* (1435DAD)",,,,,"q1::swap (335A82D)","q0::u3 (35E4B15)","q0::u3 (383CFA6)","q0::u3 (25A521E)","q0::swap (E2E99C)","q1::cx* (367A130)",,"q1::swap (3FA3681)",,,"q0::swap (3CBEA8D)","q1::cx* (2EA1B40)",,"q1::swap (22B3EF9)",,,,,,"q0::swap (38536C6)","q1::cx* (354C10E)","q1::u3 (1FAC983)","q1::cx* (327D645)",,,,,"q1::swap (3AEECFE)","q0::u3 (668870)","q0::u3 (3FA880E)","q0::u3 (6D7068)","q0::swap (12654F0)","q1::cx* (33CBE55)",,"q1::swap (258FC77)",,,"q0::swap (120E033)","q1::cx* (3CA1554)",,"q1::swap (227E1CD)",,,,,,"q0::swap (366F036)","q1::cx* (1926BDC)","q1::u3 (225CABF)","q1::cx* (19E5BD2)",,"q1::u3 (2913A63)","q1::u3 (38F46BA)","q1::measurement (30067C2)"
"1","q1::u3 (3FD6BF2)","q1::u3 (A866C3)","q1::cx* (14883D9)",,,"q1::swap (8C5329)",,,"q0::swap (EEEC77)","q1::cx* (37B1FB9)",,"q1::swap (66502F)",,"q0::u3 (19D587D)","q0::swap (398D1AC)","q1::cx* (2C8FFD2)","q1::u3 (110FE68)","q1::cx* (2607F31)","q1::u3 (16478BE)","q1::cx* (CA3424)","q1::swap (5F5F0D)",,,,"q0::u3 (3CE7BE6)","q0::u3 (2F56F50)","q0::u3 (E9FBCC)","q0::u3 (24E07F8)","q0::swap (35A577D)","q1::cx* (2B085B9)",,,"q1::swap (22D136C)",,,"q0::swap (395AED4)","q1::cx* (2134339)",,"q1::swap (432574)",,"q0::u3 (DA6F8B)","q0::swap (25C5116)","q1::cx* (11D4B48)","q1::u3 (207A58B)","q1::cx* (6B610F)","q1::u3 (3C6698A)","q1::cx* (1C764E0)","q1::swap (13ED9CC)",,,,"q0::u3 (CE4386)","q0::u3 (250A3BF)","q0::u3 (3A24CDD)","q0::u3 (12CE312)","q0::swap (335A82D)","q1::cx* (333D8E7)",,,"q1::swap (E2E99C)",,,"q0::swap (3FA3681)","q1::cx* (3CA0056)",,"q1::swap (3CBEA8D)",,"q0::u3 (23AF542)","q0::swap (22B3EF9)","q1::cx* (A79A0E)","q1::u3 (1E46A82)","q1::cx* (145B329)","q1::u3 (3734C77)","q1::cx* (37B31E5)","q1::swap (38536C6)",,,,"q0::u3 (1D1159B)","q0::u3 (39ACBF3)","q0::u3 (3CEC87F)","q0::u3 (3D8F3A9)","q0::swap (3AEECFE)","q1::cx* (3A51879)",,,"q1::swap (12654F0)",,,"q0::swap (258FC77)","q1::cx* (2383926)",,"q1::swap (120E033)",,"q0::u3 (21ABFF9)","q0::swap (227E1CD)","q1::cx* (276BDFD)","q1::u3 (22CADE5)","q1::cx* (230598)","q1::u3 (13B325D)","q1::cx* (3BAEF8A)","q1::swap (366F036)",,,,"q0::u3 (35420BD)","q0::u3 (31B0D83)","q0::u3 (97C8A)","q0::measurement (303A5D3)"
"2","q2::u3 (3E8CB8A)","q2::u3 (1EB9CDF)","q2::cx (14883D9)",,"q2::u3 (38CA2A2)",,"q2::cx (3F1B7B3)","q2::u3 (37F754D)",,"q2::cx (37B1FB9)","q2::u3 (3541D89)",,"q2::cx (1F509D5)","q2::u3 (2881C6C)",,"q2::cx (2C8FFD2)","q2::u3 (198F1B0)","q2::cx (2607F31)","q2::u3 (883EAE)","q2::cx (CA3424)",,"q2::cx (31BD548)","q2::u3 (2425B1A)","q2::cx (5533F1)",,"q2::u3 (2A0E9D3)","q2::u3 (39DA2C)","q2::u3 (BE47BF)",,"q2::cx (2B085B9)",,"q2::u3 (34B389)",,"q2::cx (1DA4FD7)","q2::u3 (ACCE94)",,"q2::cx (2134339)","q2::u3 (2AD5D08)",,"q2::cx (184548)","q2::u3 (3ADEBEB)",,"q2::cx (11D4B48)","q2::u3 (244D1E5)","q2::cx (6B610F)","q2::u3 (1F9B5E0)","q2::cx (1C764E0)",,"q2::cx (28BE5)","q2::u3 (3405FBD)","q2::cx (1435DAD)",,"q2::u3 (D5C1BD)","q2::u3 (B4B3CA)","q2::u3 (293FBA7)",,"q2::cx (333D8E7)",,"q2::u3 (D2A021)",,"q2::cx (367A130)","q2::u3 (2A4AAB4)",,"q2::cx (3CA0056)","q2::u3 (21A0307)",,"q2::cx (2EA1B40)","q2::u3 (129F56)",,"q2::cx (A79A0E)","q2::u3 (107BE92)","q2::cx (145B329)","q2::u3 (30DB035)","q2::cx (37B31E5)",,"q2::cx (354C10E)","q2::u3 (59C279)","q2::cx (327D645)",,"q2::u3 (712B8F)","q2::u3 (2450C7D)","q2::u3 (2A090F1)",,"q2::cx (3A51879)",,"q2::u3 (CDDC42)",,"q2::cx (33CBE55)","q2::u3 (122B104)",,"q2::cx (2383926)","q2::u3 (3FA025E)",,"q2::cx (3CA1554)","q2::u3 (2F0BFC6)",,"q2::cx (276BDFD)","q2::u3 (3921D10)","q2::cx (230598)","q2::u3 (314C548)","q2::cx (3BAEF8A)",,"q2::cx (1926BDC)","q2::u3 (1F526A5)","q2::cx (19E5BD2)",,"q2::u3 (3F379A2)","q2::u3 (5560DC)","q2::measurement (320D472)"
"3"
"4"
"5"
