"Qubit Index","Priority 1","Priority 2","Priority 3","Priority 4","Priority 5","Priority 6","Priority 7","Priority 8","Priority 9"
"0","q0::u3 (27E104C)","q0::cx* (1E32821)",,,,,,,"q0::measurement (3AB806C)"
"1",,,,"q1::u3 (26E92AE)","q1::cx* (3DD47E4)",,"q1::u3 (103BF35)","q1::cx* (22F800C)","q1::measurement (10783CE)"
"2",,"q2::cx (1E32821)","q2::u3 (FC692F)","q2::u3 (DFB2A7)","q2::cx (3DD47E4)","q2::u3 (2C78705)","q2::u3 (121B8E4)","q2::cx (22F800C)","q2::measurement (143A244)"
"3"
"4"
"5"
"6"
"7"
"8"
"9"
"10"
"11"
"12"
"13"
"14"
"15"
"16"
"17"
"18"
"19"
"20"
"21"
"22"
"23"
"24"
"25"
"26"
"27"
"28"
"29"
"30"
"31"
"32"
