"Qubit Index","Priority 1","Priority 2","Priority 3","Priority 4","Priority 5","Priority 6","Priority 7","Priority 8","Priority 9","Priority 10","Priority 11"
"0",,,"q0::u3 (269790D)","q0::barrier (259B8BD)","q0::cx* (1277EA7)","q0::u3 (26373E1)","q0::measurement (17F12EC)"
"1","q1::u3 (1B5417D)","q1::cx* (35F4D6A)",,"q1::barrier (259B8BD)","q1::cx (1277EA7)",,"q1::measurement (177AA52)"
"2",,"q2::cx (35F4D6A)",,"q2::barrier (259B8BD)",,,,"q2::if 1 then u3 (134FCE2)","q2::if 2 then u3 (2DCE3F7)","q2::if 3 then u3 (1C403B0)","q2::measurement (3E42138)"
"3"
"4"
"5"
"6"
"7"
"8"
"9"
"10"
"11"
"12"
"13"
"14"
"15"
"16"
"17"
"18"
"19"
"20"
"21"
"22"
"23"
"24"
"25"
"26"
"27"
"28"
"29"
"30"
"31"
"32"
