Circuit Id, Circuit Name, Total Experiment Time, Analysis Time, Average Optimization Time
3.0, 3.0 Quantum Teleportation, 0.1385894, 0.0145738, 0.0122721
3.1, 3.1 Superdense coding of 0, 0.0681959, 0.0012466, 0.0066464
3.2, 3.2 Superdense coding of 1, 0.0680507, 0.001268, 0.0066262
3.3, 3.3 Superdense coding of 2, 0.0677514, 0.0018176, 0.0065313
3.4, 3.4 Superdense coding of 3, 0.0693878, 0.0013776, 0.0067477
3.5, 3.5 Deutsch Algorithm Constant True, 0.0688932, 0.001351, 0.0066785
3.6, 3.6 Deutsch Algorithm Constant False, 0.0765397, 0.001153, 0.0074488
3.7, 3.7 Deutsch Algorithm Identity, 0.0668305, 0.0012338, 0.0065143
3.8, 3.8 Deutsch Algorithm Inversion, 0.0696161, 0.0013474, 0.0067702
3.9, 3.9 Deutsch-Josza with 3 qubits, 0.072691, 0.002151, 0.0070078
3.10, 3.10 Bernstein Vazrani for value 3 with 3 qubits, 0.0701052, 0.0016745, 0.0067882
3.11, 3.11 Simons Algorithm for 11, 0.0717387, 0.0013904, 0.0069654
3.12, 3.12 3 Qubit Quantum Fourier Transform, 0.0790988, 0.0015935, 0.0076748
3.13, 3.13 4 Qubit Quantum Fourier Transform, 0.0806845, 0.0015745, 0.0078379
3.14, 3.14 5 Qubit Quantum Fourier Transform, 0.1197126, 0.0020373, 0.0116997
3.15, 3.15 Gover's search with 9 items, 0.0918869, 0.0025223, 0.0088701
3.16, 3.16 Quantum Approximate Optimization MaxCut, 0.0744507, 0.0017932, 0.0072195
3.17, 3.17 011_3_qubit_grover_50_, 0.0939231, 0.0030763, 0.0090276
3.18, 3.18 adder, 0.059781, 0.0023523, 0.0056934
3.19, 3.19 bernstein-vazirani, 0.0745162, 0.0014016, 0.0072617
3.20, 3.20 bigadder, 0.0630755, 0.0042695, 0.0058284
3.21, 3.21 Deutsch_Algorithm, 0.0667873, 0.0011917, 0.0065066
3.22, 3.22 inverseqft1, 0.0717899, 0.0015964, 0.0069631
3.23, 3.23 inverseqft2, 0.0701721, 0.0014136, 0.0068301
3.24, 3.24 ipea_3_pi_8, 0.0835562, 0.002605, 0.0080428
3.25, 3.25 iswap, 0.0697951, 0.0012042, 0.0068055
3.26, 3.26 pea_3_pi_8, 0.0912969, 0.0024408, 0.008831
3.27, 3.27 qec, 0.067991, 0.0014498, 0.0066048
3.28, 3.28 qe_qft_3, 0.0707397, 0.0015047, 0.0068596
3.29, 3.29 qe_qft_4, 0.0891724, 0.0020552, 0.0086648
3.30, 3.30 qe_qft_5, 0.0897486, 0.0024073, 0.0086849
3.31, 3.31 qft, 0.0764857, 0.0017164, 0.0074267
3.32, 3.32 qpt, 0.0672482, 0.0009898, 0.0065388
3.33, 3.33 rb, 0.067143, 0.0014494, 0.0065316
3.34, 3.34 teleport, 0.0694253, 0.0012605, 0.006734
3.35, 3.35 teleportv2, 0.0677922, 0.0011921, 0.0066127
3.36, 3.36 W-state, 0.0710401, 0.001512, 0.0069068
3.37, 3.37 W3test, 0.0679023, 0.0011826, 0.006632
3.38, 3.38 Shors Quantum Kernel, 22.2436921, 0.3121958, 2.1930599
