Circuit Id, Event Count
3.0,800
3.1,700
3.2,700
3.3,700
3.4,800
3.5,700
3.6,500
3.7,600
3.8,600
3.9,1800
3.10,1600
3.11,1200
3.12,1800
3.13,3400
3.14,5500
3.15,12900
3.16,4400
3.17,12600
3.18,14400
3.19,3300
3.20,28600
3.21,600
3.22,2100
3.23,1600
3.24,8600
3.25,1100
3.26,10200
3.27,1100
3.28,1900
3.29,7200
3.30,10800
3.31,3800
3.32,400
3.33,1600
3.34,1100
3.35,1200
3.36,3300
3.37,1300
3.38,3496100
