Circuit Id,Generic Linear 5 Qubit Machine,Burlington,Essex,Simulator,London,Ourense,Rome,Vigo,Yorktown,Armonk
3.0,800,800,800,200,800,800,800,800,200,
3.1,200,200,200,200,200,200,200,200,200,
3.2,200,200,200,200,200,200,200,200,200,
3.3,200,200,200,200,200,200,200,200,200,
3.4,200,200,200,200,200,200,200,200,200,
3.5,0,0,0,0,0,0,0,0,0,
3.6,0,0,0,0,0,0,0,0,0,
3.7,100,100,100,100,100,100,100,100,100,
3.8,0,0,0,0,0,0,0,0,0,
3.9,3900,2100,2100,300,2100,2100,3900,2100,2100,
3.10,1800,1800,1800,600,1800,1800,1800,1800,600,
3.11,2800,3400,3400,400,3400,3400,2800,3400,1600,
3.12,1800,1800,1800,600,1800,1800,1800,1800,600,
3.13,4800,5400,5400,1200,5400,5400,4800,5400,3000,
3.14,8000,7400,7400,2000,7400,7400,8000,7400,5000,
3.15,7500,7500,7500,3300,7500,7500,7500,7500,3300,
3.16,4000,5200,5200,1600,5200,5200,4000,5200,1600,
3.17,17400,17400,17400,3600,17400,17400,17400,17400,3600,
3.18,,,,6800,,,,,,
3.19,1900,1900,1900,700,1900,1900,1900,1900,700,
3.20,,,,13700,,,,,,
3.21,100,100,100,100,100,100,100,100,100,
3.22,600,600,600,600,600,600,600,600,600,
3.23,600,600,600,600,600,600,600,600,600,
3.24,3000,3000,3000,3000,3000,3000,3000,3000,3000,
3.25,200,200,200,200,200,200,200,200,200,
3.26,10800,9600,9600,4200,9600,9600,10800,9600,6600,
3.27,6900,5700,5700,900,5700,5700,6900,5700,2700,
3.28,2200,2200,2200,1000,2200,2200,2200,2200,1000,
3.29,12700,9100,9100,3100,9100,9100,12700,9100,6700,
3.30,8400,11400,11400,4200,11400,11400,8400,11400,4200,
3.31,4800,6000,6000,1800,6000,6000,4800,6000,3600,
3.32,0,0,0,0,0,0,0,0,0,0
3.33,700,700,700,700,700,700,700,700,700,
3.34,400,400,400,400,400,400,400,400,400,
3.35,400,400,400,400,400,400,400,400,400,
3.36,2700,2700,2700,900,2700,2700,2700,2700,900,
3.37,1500,1500,1500,300,1500,1500,1500,1500,300,
3.38,,,,1443600,,,,,,
