Circuit Id, Estimated Time
3.0,0.40008000000000093
3.1,0.20006999999999964
3.2,0.20006999999999964
3.3,0.20006999999999964
3.4,0.20007999999999976
3.5,0.1000600000000001
3.6,0.10003999999999988
3.7,0.1000600000000001
3.8,0.10005000000000011
3.9,0.30017999999999995
3.10,0.30013000000000023
3.11,0.4001199999999996
3.12,0.00024000000000000028
3.13,0.0004600000000000003
3.14,0.0007500000000000012
3.15,0.0016200000000000019
3.16,0.5005499999999997
3.17,0.30158999999999986
3.18,0.5020399999999992
3.19,0.20038
3.20,0.904070000000001
3.21,0.1000600000000001
3.22,1.5001599999999966
3.23,1.0001099999999992
3.24,1.8011199999999954
3.25,0.20011000000000034
3.26,0.4014000000000004
3.27,0.5001199999999995
3.28,0.10024000000000004
3.29,0.10098000000000011
3.30,0.10145000000000012
3.31,0.10048
3.32,0.10001000000000004
3.33,0.10012999999999977
3.34,0.5000899999999988
3.35,0.6000999999999999
3.36,0.30039000000000027
3.37,0.30013000000000023
3.38,1.2938899999999982
