"Qubit Index","Priority 1","Priority 2","Priority 3","Priority 4","Priority 5","Priority 6","Priority 7","Priority 8","Priority 9","Priority 10","Priority 11","Priority 12","Priority 13","Priority 14","Priority 15"
"0","q0::u3 (1EA0A2F)","q0::barrier (13A5BA8)","q0::swap (14A68C4)","q2::cx* (30D38E8)","q2::swap (39DAEE5)",,,,,,"q3::if 1 then u3 (DB0535)",,,"q3::swap (8B260D)","q2::measurement (3B1D6B0)"
"1",,"q1::barrier (13A5BA8)",,,,"q1::cx* (3770028)",,"q1::cx* (32F0169)",,,,,"q1::if 3 then u3 (14CA613)",,"q1::measurement (3B1D6B0)"
"2",,"q2::barrier (13A5BA8)","q2::swap (14A68C4)",,,,,,"q0::cx* (A70CB4)",,,"q0::if 2 then u3 (3B32EE5)",,,"q0::measurement (3B1D6B0)"
"3",,,,"q3::cx (30D38E8)","q3::swap (39DAEE5)","q2::cx (3770028)","q2::swap (E45675)",,,"q4::measurement (1DF725B)"
"4",,,,,,,"q4::swap (E45675)","q2::cx (32F0169)","q2::cx (A70CB4)","q2::measurement (1DF725B)",,,,"q2::swap (8B260D)"
"5"
