"Qubit Index","Priority 1","Priority 2","Priority 3","Priority 4","Priority 5","Priority 6","Priority 7","Priority 8","Priority 9","Priority 10","Priority 11","Priority 12","Priority 13","Priority 14","Priority 15","Priority 16","Priority 17","Priority 18","Priority 19","Priority 20","Priority 21","Priority 22","Priority 23","Priority 24","Priority 25","Priority 26","Priority 27"
"0","q0::u3 (318409C)","q0::barrier (2AC7198)","q0::u3 (FFE60)","q0::cx (10F7C6E)","q0::u3 (18B5FDE)","q0::cx (1E65ED4)","q0::u3 (1195578)","q0::cx (12463CA)","q0::u3 (2478221)","q0::cx (83932A)","q0::u3 (A02C80)","q0::swap (138A9AD)","q2::cx (2EDDEE9)","q2::u3 (25CD639)","q2::cx (1438807)",,"q2::swap (2FDF718)",,,,,,,,,"q0::u3 (35FC844)","q0::measurement (3CB5890)"
"1",,"q2::barrier (2AC7198)","q2::u3 (8FF161)","q2::cx* (10F7C6E)",,"q2::cx* (1E65ED4)",,,,,"q2::u3 (1E4013B)","q2::swap (138A9AD)","q0::cx (2AE149C)","q0::u3 (1EB97C)","q0::cx (114855C)","q0::u3 (1B8B03D)","q0::swap (2FDF718)","q2::cx (14E5DB8)","q2::u3 (3C14B78)","q2::cx (1CBA73B)",,"q2::swap (2EDAFD9)",,,,"q3::u3 (28E11B)","q3::measurement (3CB5890)"
"2","q1::u3 (3DA4582)","q1::barrier (2AC7198)",,,,,"q1::u3 (1040B16)","q1::cx* (12463CA)",,"q1::cx* (83932A)","q1::u3 (1A19083)",,"q1::cx* (2AE149C)",,"q1::cx* (114855C)",,,,,,"q1::u3 (37E3228)",,"q1::cx (EF39BB)","q1::u3 (690795)","q1::cx (3B1443F)","q1::u3 (13B663A)","q1::measurement (3CB5890)"
"3",,"q3::barrier (2AC7198)",,,,,,,,,"q3::u3 (36FC36F)",,"q3::cx* (2EDDEE9)",,"q3::cx* (1438807)","q3::u3 (25E0A69)",,"q3::cx* (14E5DB8)",,"q3::cx* (1CBA73B)","q3::u3 (16FE9F8)","q3::swap (2EDAFD9)","q2::cx* (EF39BB)",,"q2::cx* (3B1443F)","q2::u3 (3169810)","q2::measurement (3CB5890)"
"4"
"5"
