Circuit Id, Circuit Name, Total Experiment Time, Analysis Time, Average Optimization Time
2.0, 2.0 Quantum Teleportation, 0.1339862, 0.0135988, 0.0119089
2.1, 2.1 Superdense coding of 0, 0.0606302, 0.0009149, 0.0058979
2.2, 2.2 Superdense coding of 1, 0.0646787, 0.0009941, 0.0063082
2.3, 2.3 Superdense coding of 2, 0.0638052, 0.0010372, 0.006226
2.4, 2.4 Superdense coding of 3, 0.0622577, 0.0009065, 0.0060799
2.5, 2.5 Deutsch Algorithm Constant True, 0.0632104, 0.0008241, 0.0061891
2.6, 2.6 Deutsch Algorithm Constant False, 0.0716356, 0.0009652, 0.0069973
2.7, 2.7 Deutsch Algorithm Identity, 0.0709417, 0.0012114, 0.0069028
2.8, 2.8 Deutsch Algorithm Inversion, 0.0632285, 0.0013741, 0.0061358
2.9, 2.9 Deutsch-Josza with 3 qubits, 0.0684107, 0.0016974, 0.0066129
2.10, 2.10 Bernstein Vazrani for value 3 with 3 qubits, 0.0667724, 0.0013701, 0.0064907
2.11, 2.11 Simons Algorithm for 11, 0.0628854, 0.0013036, 0.006113
2.12, 2.12 3 Qubit Quantum Fourier Transform, 0.0672079, 0.0011211, 0.0065511
2.13, 2.13 4 Qubit Quantum Fourier Transform, 0.0671189, 0.0016742, 0.0064957
2.14, 2.14 5 Qubit Quantum Fourier Transform, 0.076096, 0.0018727, 0.0073545
2.15, 2.15 Gover's search with 9 items, 0.0866292, 0.002397, 0.0083751
2.16, 2.16 Quantum Approximate Optimization MaxCut, 0.0689759, 0.0013698, 0.0067123
2.17, 2.17 011_3_qubit_grover_50_, 0.0885472, 0.0025192, 0.0085366
2.18, 2.18 adder, 0.0561204, 0.0021114, 0.0053545
2.19, 2.19 bernstein-vazirani, 0.0668916, 0.0012735, 0.0065011
2.20, 2.20 bigadder, 0.0760893, 0.0037368, 0.0071799
2.21, 2.21 Deutsch_Algorithm, 0.0567579, 0.0009737, 0.0055282
2.22, 2.22 inverseqft1, 0.0621944, 0.0013429, 0.0060259
2.23, 2.23 inverseqft2, 0.0631696, 0.0010964, 0.0061583
2.24, 2.24 ipea_3_pi_8, 0.0827213, 0.002239, 0.0079703
2.25, 2.25 iswap, 0.0773023, 0.0009102, 0.0075576
2.26, 2.26 pea_3_pi_8, 0.0883166, 0.0021019, 0.0085324
2.27, 2.27 qec, 0.0627125, 0.0011156, 0.0060925
2.28, 2.28 qe_qft_3, 0.065862, 0.0011167, 0.0064238
2.29, 2.29 qe_qft_4, 0.0788436, 0.001754, 0.007656
2.30, 2.30 qe_qft_5, 0.0828033, 0.0019925, 0.0080317
2.31, 2.31 qft, 0.0685072, 0.0012947, 0.0066681
2.32, 2.32 qpt, 0.0596575, 0.0016064, 0.0057688
2.33, 2.33 rb, 0.0590781, 0.0009705, 0.0057679
2.34, 2.34 teleport, 0.0595036, 0.0010716, 0.0057935
2.35, 2.35 teleportv2, 0.0624029, 0.000983, 0.0060901
2.36, 2.36 W-state, 0.0630036, 0.001117, 0.0061331
2.37, 2.37 W3test, 0.0645232, 0.0011915, 0.0062505
2.38, 2.38 Shors Quantum Kernel, 24.1390283, 0.3194358, 2.3818745
