"Operation Index","Operation Name","Latency","Priority"
0,"barrier (20E8D34)","00:00:00.0010000","6"
1,"u3 (282F6DC)","00:00:00.0010000","5"
2,"barrier (29AADC0)","00:00:00.0010000","4"
3,"measurement (3701BC0)","00:00:00.0030000","3"
