Circuit Id, Circuit Name, Total Experiment Time, Analysis Time, Average Optimization Time
1.0, 1.0 Quantum Teleportation, 00:00:11.0136150, 00:00:10.7170468, 00:00:00.0294160
1.1, 1.1 Superdense coding of 0, 00:01:08.8187261, 00:01:08.3914043, 00:00:00.0425762
1.2, 1.2 Superdense coding of 1, 00:01:11.0039812, 00:01:10.5770207, 00:00:00.0415300
1.3, 1.3 Superdense coding of 2, 00:01:11.9297629, 00:01:11.5711092, 00:00:00.0356916
1.4, 1.4 Superdense coding of 3, 00:01:11.4460086, 00:01:11.0490350, 00:00:00.0394977
1.5, 1.5 Deutsch Algorithm Constant True, 00:01:09.8609567, 00:01:09.4948599, 00:00:00.0364235
1.6, 1.6 Deutsch Algorithm Constant False, 00:01:09.4390126, 00:01:08.9795264, 00:00:00.0458192
1.7, 1.7 Deutsch Algorithm Identity, 00:01:11.0993867, 00:01:10.7065183, 00:00:00.0391460
1.8, 1.8 Deutsch Algorithm Inversion, 00:01:16.2492933, 00:01:15.7356019, 00:00:00.0511782
1.9, 1.9 Deutsch-Josza with 3 qubits, 00:00:08.6397049, 00:00:08.4853393, 00:00:00.0152514
1.10, 1.10 Bernstein Vazrani for value 3 with 3 qubits, 00:00:08.6260681, 00:00:08.5029901, 00:00:00.0121517
1.11, 1.11 Simons Algorithm for 11, 00:00:08.5810661, 00:00:08.5269555, 00:00:00.0052970
1.12, 1.12 3 Qubit Quantum Fourier Transform, 00:00:16.7900211, 00:00:16.6713456, 00:00:00.0116813
1.13, 1.13 4 Qubit Quantum Fourier Transform, 00:00:08.8770109, 00:00:08.7448305, 00:00:00.0130925
1.14, 1.14 5 Qubit Quantum Fourier Transform, 00:00:08.6953311, 00:00:08.5626903, 00:00:00.0131394
1.15, 1.15 Gover's search with 9 items, 01:09:26.2286411, 00:00:17.5703022, 00:06:54.8656899
1.16, 1.16 Quantum Approximate Optimization MaxCut, 00:00:16.8858837, 00:00:16.6097830, 00:00:00.0274469
1.17, 1.17 011_3_qubit_grover_50_, 01:55:26.3122632, 00:00:19.0004868, 00:11:30.7309843
1.18, 1.18 adder, 03:44:07.0571577, 00:00:08.4778491, 00:22:23.8578086
1.19, 1.19 bernstein-vazirani, 00:00:17.6540443, 00:00:17.5952134, 00:00:00.0057577
