Circuit Id, Event Count
1.0,691200.
1.1,604800.
1.2,604800.
1.3,604800.
1.4,691200.
1.5,604800.
1.6,432000.
1.7,518400.
1.8,518400.
1.9,1555200.
1.10,1209600.
1.11,1036800.
1.12,1555200.
1.13,2937600.
1.14,4752000.
1.16,3801600.
1.19,2851200.
1.21,518400.
1.22,1814400.
1.23,1382400.
1.24,7430400.
