Circuit Id, Circuit Name, Total Experiment Time, Analysis Time, Average Optimization Time
1.0, 1.0 Quantum Teleportation, 00:00:00.1208254, 00:00:00.0261852, 00:00:00.0094606
1.1, 1.1 Superdense coding of 0, 00:00:00.0477340, 00:00:00.0051624, 00:00:00.0042567
1.2, 1.2 Superdense coding of 1, 00:00:00.0688664, 00:00:00.0037206, 00:00:00.0065144
1.3, 1.3 Superdense coding of 2, 00:00:00.0479547, 00:00:00.0054626, 00:00:00.0042491
1.4, 1.4 Superdense coding of 3, 00:00:00.0436272, 00:00:00.0024031, 00:00:00.0041223
1.5, 1.5 Deutsch Algorithm Constant True, 00:00:00.0430504, 00:00:00.0034641, 00:00:00.0039584
1.6, 1.6 Deutsch Algorithm Constant False, 00:00:00.0559411, 00:00:00.0022581, 00:00:00.0053681
1.7, 1.7 Deutsch Algorithm Identity, 00:00:00.0429069, 00:00:00.0034535, 00:00:00.0039452
1.8, 1.8 Deutsch Algorithm Inversion, 00:00:00.0438296, 00:00:00.0025131, 00:00:00.0041314
1.9, 1.9 Deutsch-Josza with 3 qubits, 00:00:00.0488965, 00:00:00.0059032, 00:00:00.0042980
1.10, 1.10 Bernstein Vazrani for value 3 with 3 qubits, 00:00:00.0032561, 00:00:00.0026071, 00:00:00.0000648
1.11, 1.11 Simons Algorithm for 11, 00:00:00.0058903, 00:00:00.0050419, 00:00:00.0000846
1.12, 1.12 3 Qubit Quantum Fourier Transform, 00:00:00.0048089, 00:00:00.0042151, 00:00:00.0000592
1.13, 1.13 4 Qubit Quantum Fourier Transform, 00:00:00.0049367, 00:00:00.0043523, 00:00:00.0000582
1.14, 1.14 5 Qubit Quantum Fourier Transform, 00:00:00.0057489, 00:00:00.0047184, 00:00:00.0001028
1.15, 1.15 Shors Quantum Kernel, 00:00:01.1401642, 00:00:01.1390728, 00:00:00.0001082
1.16, 1.16 Gover's search with 9 items, 00:00:00.0073963, 00:00:00.0066698, 00:00:00.0000718
1.17, 1.17 Quantum Approximate Optimization MaxCut, 00:00:00.0059226, 00:00:00.0048193, 00:00:00.0001096
1.18, 1.18 011_3_qubit_grover_50_, 00:00:00.0093307, 00:00:00.0085695, 00:00:00.0000754
1.19, 1.19 adder, 00:00:00.0100363, 00:00:00.0093111, 00:00:00.0000723
1.20, 1.20 bernstein-vazirani, 00:00:00.0050285, 00:00:00.0043806, 00:00:00.0000646
1.21, 1.21 bigadder, 00:00:00.0156019, 00:00:00.0150045, 00:00:00.0000595
1.22, 1.22 Deutsch_Algorithm, 00:00:00.0033174, 00:00:00.0027655, 00:00:00.0000550
1.23, 1.23 inverseqft1, 00:00:00.0081219, 00:00:00.0075296, 00:00:00.0000590
1.24, 1.24 inverseqft2, 00:00:00.0049897, 00:00:00.0042735, 00:00:00.0000714
1.25, 1.25 ipea_3_pi_8, 00:00:00.0067297, 00:00:00.0061307, 00:00:00.0000597
1.26, 1.26 iswap, 00:00:00.0035640, 00:00:00.0030056, 00:00:00.0000557
1.27, 1.27 pea_3_pi_8, 00:00:00.0079839, 00:00:00.0073459, 00:00:00.0000636
1.28, 1.28 qec, 00:00:00.0051614, 00:00:00.0042751, 00:00:00.0000884
1.29, 1.29 qe_qft_3, 00:00:00.0040716, 00:00:00.0031957, 00:00:00.0000874
1.30, 1.30 qe_qft_4, 00:00:00.0059920, 00:00:00.0054396, 00:00:00.0000551
1.31, 1.31 qe_qft_5, 00:00:00.0103505, 00:00:00.0096625, 00:00:00.0000686
1.32, 1.32 qft, 00:00:00.0048696, 00:00:00.0042764, 00:00:00.0000591
1.33, 1.33 qpt, 00:00:00.0026730, 00:00:00.0019313, 00:00:00.0000741
1.34, 1.34 rb, 00:00:00.0040662, 00:00:00.0033512, 00:00:00.0000713
1.35, 1.35 teleport, 00:00:00.0050997, 00:00:00.0045328, 00:00:00.0000565
1.36, 1.36 teleportv2, 00:00:00.0036000, 00:00:00.0030218, 00:00:00.0000577
1.37, 1.37 W-state, 00:00:00.0042763, 00:00:00.0036909, 00:00:00.0000584
1.38, 1.38 W3test, 00:00:00.0313054, 00:00:00.0307407, 00:00:00.0000563
