Circuit Id, Circuit Name, Total Experiment Time, Analysis Time, Average Optimization Time
2.0, 2.0 Quantum Teleportation, 0.1636896, 0.0172893, 0.0144513
2.1, 2.1 Superdense coding of 0, 0.0716199, 0.000995, 0.0070108
2.2, 2.2 Superdense coding of 1, 0.0735666, 0.0012432, 0.0071883
2.3, 2.3 Superdense coding of 2, 0.068817, 0.0015231, 0.0066899
2.4, 2.4 Superdense coding of 3, 0.0748437, 0.0009548, 0.0073439
2.5, 2.5 Deutsch Algorithm Constant True, 0.0701322, 0.0011778, 0.0068097
2.6, 2.6 Deutsch Algorithm Constant False, 0.0852489, 0.0024393, 0.0082188
2.7, 2.7 Deutsch Algorithm Identity, 0.0647994, 0.0011272, 0.0063295
2.8, 2.8 Deutsch Algorithm Inversion, 0.0688813, 0.0009082, 0.0067502
2.9, 2.9 Deutsch-Josza with 3 qubits, 0.079716, 0.001568, 0.0077532
2.10, 2.10 Bernstein Vazrani for value 3 with 3 qubits, 0.0740832, 0.0016551, 0.0071943
2.11, 2.11 Simons Algorithm for 11, 0.0779211, 0.0013091, 0.0076009
2.12, 2.12 3 Qubit Quantum Fourier Transform, 0.0725151, 0.0013353, 0.0070657
2.13, 2.13 4 Qubit Quantum Fourier Transform, 0.0801732, 0.0018704, 0.007771
2.14, 2.14 5 Qubit Quantum Fourier Transform, 0.0918717, 0.002365, 0.0088841
2.15, 2.15 Gover's search with 9 items, 0.1091475, 0.0029006, 0.0105708
2.16, 2.16 Quantum Approximate Optimization MaxCut, 0.0824746, 0.0017086, 0.0080297
2.17, 2.17 011_3_qubit_grover_50_, 0.0992106, 0.0034063, 0.0095339
2.18, 2.18 adder, 0.0690739, 0.0029204, 0.0065721
2.19, 2.19 bernstein-vazirani, 0.0816435, 0.0013546, 0.0079807
2.20, 2.20 bigadder, 0.0752209, 0.0047542, 0.0069896
2.21, 2.21 Deutsch_Algorithm, 0.068061, 0.0011715, 0.0066422
2.22, 2.22 inverseqft1, 0.0761096, 0.0014745, 0.0074054
2.23, 2.23 inverseqft2, 0.0745263, 0.0014753, 0.0072503
2.24, 2.24 ipea_3_pi_8, 0.0951124, 0.003536, 0.0091142
2.25, 2.25 iswap, 0.075125, 0.0012566, 0.0073415
2.26, 2.26 pea_3_pi_8, 0.1003424, 0.0023796, 0.0097443
2.27, 2.27 qec, 0.0766681, 0.0014628, 0.0074779
2.28, 2.28 qe_qft_3, 0.0740648, 0.001262, 0.0072232
2.29, 2.29 qe_qft_4, 0.0969364, 0.001855, 0.0094599
2.30, 2.30 qe_qft_5, 0.0984137, 0.0024766, 0.0095455
2.31, 2.31 qft, 0.0805212, 0.0015071, 0.0078389
2.32, 2.32 qpt, 0.0686983, 0.0008494, 0.0067326
2.33, 2.33 rb, 0.0713911, 0.0011133, 0.0069836
2.34, 2.34 teleport, 0.0704269, 0.0010115, 0.0068902
2.35, 2.35 teleportv2, 0.0711502, 0.0009575, 0.0069799
2.36, 2.36 W-state, 0.0730357, 0.0013488, 0.0071139
2.37, 2.37 W3test, 0.0717769, 0.001193, 0.0069777
2.38, 2.38 Shors Quantum Kernel, 22.2489506, 0.3660098, 2.1881906
