Circuit Id, Circuit Name, Total Experiment Time, Analysis Time, Average Optimization Time
3.0, 3.0 Quantum Teleportation, 0.1406363, 0.0157105, 0.0123784
3.1, 3.1 Superdense coding of 0, 0.0656777, 0.0010895, 0.0064073
3.2, 3.2 Superdense coding of 1, 0.0655638, 0.0012285, 0.0063764
3.3, 3.3 Superdense coding of 2, 0.0663092, 0.0011549, 0.0064602
3.4, 3.4 Superdense coding of 3, 0.0693606, 0.0022251, 0.0066605
3.5, 3.5 Deutsch Algorithm Constant True, 0.0678698, 0.0012537, 0.006577
3.6, 3.6 Deutsch Algorithm Constant False, 0.0723381, 0.0011276, 0.0070722
3.7, 3.7 Deutsch Algorithm Identity, 0.064711, 0.0012561, 0.0062942
3.8, 3.8 Deutsch Algorithm Inversion, 0.0656444, 0.0013212, 0.0063836
3.9, 3.9 Deutsch-Josza with 3 qubits, 0.0720295, 0.0018892, 0.0069636
3.10, 3.10 Bernstein Vazrani for value 3 with 3 qubits, 0.0680959, 0.0018622, 0.0065659
3.11, 3.11 Simons Algorithm for 11, 0.0684071, 0.0012837, 0.0066648
3.12, 3.12 3 Qubit Quantum Fourier Transform, 0.0714328, 0.0017811, 0.0068824
3.13, 3.13 4 Qubit Quantum Fourier Transform, 0.0724157, 0.0015437, 0.0070382
3.14, 3.14 5 Qubit Quantum Fourier Transform, 0.0857127, 0.0018549, 0.0083372
3.15, 3.15 Gover's search with 9 items, 0.0956338, 0.0027185, 0.0092396
3.16, 3.16 Quantum Approximate Optimization MaxCut, 0.0757069, 0.0017072, 0.0073459
3.17, 3.17 011_3_qubit_grover_50_, 0.1002236, 0.0027993, 0.0096928
3.18, 3.18 adder, 0.0597147, 0.0029092, 0.0056279
3.19, 3.19 bernstein-vazirani, 0.0735818, 0.0015616, 0.0071546
3.20, 3.20 bigadder, 0.066264, 0.0039614, 0.0061779
3.21, 3.21 Deutsch_Algorithm, 0.0668833, 0.0013891, 0.0065033
3.22, 3.22 inverseqft1, 0.0698248, 0.001843, 0.0067487
3.23, 3.23 inverseqft2, 0.0708031, 0.0013297, 0.0068983
3.24, 3.24 ipea_3_pi_8, 0.0948992, 0.0030332, 0.0091169
3.25, 3.25 iswap, 0.0779684, 0.0014364, 0.0075842
3.26, 3.26 pea_3_pi_8, 0.0968823, 0.0029528, 0.0093236
3.27, 3.27 qec, 0.0681815, 0.0015376, 0.006618
3.28, 3.28 qe_qft_3, 0.0727664, 0.0013498, 0.0069564
3.29, 3.29 qe_qft_4, 0.0853392, 0.0019746, 0.0082826
3.30, 3.30 qe_qft_5, 0.0897901, 0.0025358, 0.0086788
3.31, 3.31 qft, 0.0778651, 0.0014958, 0.0075872
3.32, 3.32 qpt, 0.0663685, 0.0010755, 0.0064821
3.33, 3.33 rb, 0.0679518, 0.0012877, 0.0066171
3.34, 3.34 teleport, 0.0696656, 0.001265, 0.006794
3.35, 3.35 teleportv2, 0.0660426, 0.0012629, 0.006425
3.36, 3.36 W-state, 0.072974, 0.0016049, 0.0070622
3.37, 3.37 W3test, 0.0658861, 0.0012438, 0.006417
3.38, 3.38 Shors Quantum Kernel, 23.5000487, 0.3198583, 2.31792
