"Operation Index","Operation Name","Latency","Priority"
0,"u3 (335EF9A)","00:00:00.0010000","36"
1,"u3 (E56C6B)","00:00:00.0010000","36"
2,"barrier (10CFCA)","00:00:00.0010000","35"
3,"u3 (974E1F)","00:00:00.0010000","34"
4,"u3 (151BF1B)","00:00:00.0010000","34"
5,"cx (3DFB7F7)","00:00:00.0020000","33"
6,"u3 (2DD77B4)","00:00:00.0010000","31"
7,"cx (1C9355C)","00:00:00.0020000","30"
8,"u3 (12E03E)","00:00:00.0010000","28"
9,"u3 (A9E235)","00:00:00.0010000","22"
10,"u3 (1F8F3E1)","00:00:00.0010000","28"
11,"cx (1C092EB)","00:00:00.0020000","27"
12,"u3 (3C52A44)","00:00:00.0010000","25"
13,"cx (1EE7C65)","00:00:00.0020000","24"
14,"u3 (1625F8F)","00:00:00.0010000","22"
15,"u3 (755C0B)","00:00:00.0010000","22"
16,"cx (203C6B)","00:00:00.0020000","21"
17,"u3 (1221FC7)","00:00:00.0010000","19"
18,"cx (2331DFF)","00:00:00.0020000","18"
19,"u3 (3CC0DFE)","00:00:00.0010000","16"
20,"u3 (22C7DF4)","00:00:00.0010000","10"
21,"u3 (3906D9A)","00:00:00.0010000","22"
22,"cx (13DA72)","00:00:00.0020000","21"
23,"u3 (B2AE03)","00:00:00.0010000","19"
24,"cx (2481E20)","00:00:00.0020000","18"
25,"u3 (890F20)","00:00:00.0010000","4"
26,"u3 (D18826)","00:00:00.0010000","16"
27,"cx (35DC95A)","00:00:00.0020000","15"
28,"u3 (24C142D)","00:00:00.0010000","13"
29,"cx (ACB598)","00:00:00.0020000","12"
30,"u3 (212625C)","00:00:00.0010000","4"
31,"u3 (2A57543)","00:00:00.0010000","10"
32,"cx (3D11F5C)","00:00:00.0020000","9"
33,"u3 (25A1A42)","00:00:00.0010000","7"
34,"cx (12AEC55)","00:00:00.0020000","6"
35,"u3 (2824EFE)","00:00:00.0010000","4"
36,"u3 (294C6EE)","00:00:00.0010000","4"
37,"measurement (33AFE5E)","00:00:00.0030000","3"
