Circuit Id, Circuit Name, Total Experiment Time, Analysis Time, Average Optimization Time
1.0, 1.0 Quantum Teleportation, 00:00:00.0769752, 00:00:00.0149996, 00:00:00.0060747
1.1, 1.1 Superdense coding of 0, 00:00:00.0140553, 00:00:00.0009470, 00:00:00.0012638
1.2, 1.2 Superdense coding of 1, 00:00:00.0153165, 00:00:00.0009754, 00:00:00.0014015
1.3, 1.3 Superdense coding of 2, 00:00:00.0124793, 00:00:00.0010373, 00:00:00.0010895
1.4, 1.4 Superdense coding of 3, 00:00:00.0139690, 00:00:00.0009313, 00:00:00.0012768
1.5, 1.5 Deutsch Algorithm Constant True, 00:00:00.0115117, 00:00:00.0008092, 00:00:00.0010427
1.6, 1.6 Deutsch Algorithm Constant False, 00:00:00.0217161, 00:00:00.0007739, 00:00:00.0020668
1.7, 1.7 Deutsch Algorithm Identity, 00:00:00.0110480, 00:00:00.0009866, 00:00:00.0009684
1.8, 1.8 Deutsch Algorithm Inversion, 00:00:00.0113380, 00:00:00.0008097, 00:00:00.0010260
1.9, 1.9 Deutsch-Josza with 3 qubits, 00:00:00.0152856, 00:00:00.0013955, 00:00:00.0013543
1.10, 1.10 Bernstein Vazrani for value 3 with 3 qubits, 00:00:00.0172722, 00:00:00.0009640, 00:00:00.0015796
1.11, 1.11 Simons Algorithm for 11, 00:00:00.0208624, 00:00:00.0009546, 00:00:00.0019489
1.12, 1.12 3 Qubit Quantum Fourier Transform, 00:00:00.0148900, 00:00:00.0015904, 00:00:00.0012973
1.13, 1.13 4 Qubit Quantum Fourier Transform, 00:00:00.0226455, 00:00:00.0010196, 00:00:00.0021244
1.14, 1.14 5 Qubit Quantum Fourier Transform, 00:00:00.0880016, 00:00:00.0015957, 00:00:00.0085941
1.16, 1.16 Quantum Approximate Optimization MaxCut, 00:00:00.0601703, 00:00:00.0014499, 00:00:00.0058190
1.19, 1.19 bernstein-vazirani, 00:00:00.0444683, 00:00:00.0013987, 00:00:00.0042194
1.21, 1.21 Deutsch_Algorithm, 00:00:00.0218553, 00:00:00.0011271, 00:00:00.0020205
1.22, 1.22 inverseqft1, 00:00:00.0199828, 00:00:00.0017672, 00:00:00.0017574
1.23, 1.23 inverseqft2, 00:00:00.0142021, 00:00:00.0010745, 00:00:00.0012690
1.25, 1.25 iswap, 00:00:00.0170663, 00:00:00.0007587, 00:00:00.0015913
1.27, 1.27 qec, 00:00:00.0214746, 00:00:00.0009041, 00:00:00.0020200
1.28, 1.28 qe_qft_3, 00:00:00.0236734, 00:00:00.0011159, 00:00:00.0022272
1.29, 1.29 qe_qft_4, 00:00:01.4231710, 00:00:00.0021011, 00:00:00.1420473
1.31, 1.31 qft, 00:00:00.0371483, 00:00:00.0017517, 00:00:00.0034745
1.32, 1.32 qpt, 00:00:00.0127627, 00:00:00.0011361, 00:00:00.0011088
1.33, 1.33 rb, 00:00:00.0223720, 00:00:00.0009775, 00:00:00.0020732
1.34, 1.34 teleport, 00:00:00.0194449, 00:00:00.0015520, 00:00:00.0012705
1.35, 1.35 teleportv2, 00:00:00.0142816, 00:00:00.0009270, 00:00:00.0012826
1.36, 1.36 W-state, 00:00:00.0182811, 00:00:00.0010525, 00:00:00.0016604
1.37, 1.37 W3test, 00:00:00.0132833, 00:00:00.0007168, 00:00:00.0012146
