Circuit Id, Circuit Name, Total Experiment Time, Analysis Time, Average Optimization Time
2.0, 2.0 Quantum Teleportation, 0.1298186, 0.0132571, 0.0115409
2.1, 2.1 Superdense coding of 0, 0.0629503, 0.0010193, 0.0061355
2.2, 2.2 Superdense coding of 1, 0.0593794, 0.0009208, 0.0057967
2.3, 2.3 Superdense coding of 2, 0.0600967, 0.0009605, 0.005862
2.4, 2.4 Superdense coding of 3, 0.0706626, 0.000875, 0.0069304
2.5, 2.5 Deutsch Algorithm Constant True, 0.0623437, 0.0008682, 0.0060984
2.6, 2.6 Deutsch Algorithm Constant False, 0.0682609, 0.00089, 0.0066891
2.7, 2.7 Deutsch Algorithm Identity, 0.0595006, 0.0008839, 0.0058096
2.8, 2.8 Deutsch Algorithm Inversion, 0.0595427, 0.0009572, 0.0058056
2.9, 2.9 Deutsch-Josza with 3 qubits, 0.069613, 0.0015965, 0.006741
2.10, 2.10 Bernstein Vazrani for value 3 with 3 qubits, 0.0661087, 0.0012808, 0.0064257
2.11, 2.11 Simons Algorithm for 11, 0.0641051, 0.0010384, 0.0062586
2.12, 2.12 3 Qubit Quantum Fourier Transform, 0.0638625, 0.0010324, 0.0062262
2.13, 2.13 4 Qubit Quantum Fourier Transform, 0.0674305, 0.0015488, 0.0065395
2.14, 2.14 5 Qubit Quantum Fourier Transform, 0.0753771, 0.0016746, 0.0073205
2.15, 2.15 Gover's search with 9 items, 0.087594, 0.0023139, 0.00848
2.16, 2.16 Quantum Approximate Optimization MaxCut, 0.0712186, 0.0016408, 0.0069131
2.17, 2.17 011_3_qubit_grover_50_, 0.091355, 0.0025464, 0.0088276
2.18, 2.18 adder, 0.0561336, 0.0024571, 0.0053191
2.19, 2.19 bernstein-vazirani, 0.066457, 0.0013238, 0.0064571
2.20, 2.20 bigadder, 0.065304, 0.0037468, 0.0060957
2.21, 2.21 Deutsch_Algorithm, 0.06471, 0.0009189, 0.0063037
2.22, 2.22 inverseqft1, 0.069588, 0.0013011, 0.0067742
2.23, 2.23 inverseqft2, 0.0621731, 0.0010502, 0.0060611
2.24, 2.24 ipea_3_pi_8, 0.0813372, 0.0025486, 0.0078163
2.25, 2.25 iswap, 0.0652145, 0.0013393, 0.0063373
2.26, 2.26 pea_3_pi_8, 0.083779, 0.0022216, 0.008108
2.27, 2.27 qec, 0.0633076, 0.001309, 0.0061566
2.28, 2.28 qe_qft_3, 0.0617474, 0.0011779, 0.0060062
2.29, 2.29 qe_qft_4, 0.0806204, 0.0016037, 0.0078334
2.30, 2.30 qe_qft_5, 0.0830292, 0.0023167, 0.0080109
2.31, 2.31 qft, 0.0672921, 0.0012287, 0.0065598
2.32, 2.32 qpt, 0.0584655, 0.00086, 0.005707
2.33, 2.33 rb, 0.0608112, 0.0009119, 0.0059394
2.34, 2.34 teleport, 0.0649273, 0.0009096, 0.0063532
2.35, 2.35 teleportv2, 0.0615229, 0.0009468, 0.0060068
2.36, 2.36 W-state, 0.0740657, 0.0011412, 0.00724
2.37, 2.37 W3test, 0.0649309, 0.00096, 0.0063441
2.38, 2.38 Shors Quantum Kernel, 24.1458718, 0.297442, 2.384737
