"Qubit Index","Priority 1","Priority 2","Priority 3","Priority 4","Priority 5","Priority 6","Priority 7","Priority 8","Priority 9","Priority 10","Priority 11","Priority 12","Priority 13","Priority 14","Priority 15","Priority 16","Priority 17","Priority 18","Priority 19","Priority 20","Priority 21","Priority 22","Priority 23","Priority 24","Priority 25","Priority 26","Priority 27","Priority 28","Priority 29","Priority 30","Priority 31","Priority 32","Priority 33","Priority 34","Priority 35","Priority 36","Priority 37","Priority 38","Priority 39","Priority 40","Priority 41","Priority 42","Priority 43","Priority 44","Priority 45","Priority 46","Priority 47","Priority 48","Priority 49","Priority 50","Priority 51","Priority 52","Priority 53","Priority 54","Priority 55","Priority 56","Priority 57","Priority 58","Priority 59","Priority 60","Priority 61","Priority 62","Priority 63","Priority 64","Priority 65","Priority 66","Priority 67","Priority 68","Priority 69","Priority 70","Priority 71","Priority 72","Priority 73","Priority 74","Priority 75","Priority 76","Priority 77","Priority 78","Priority 79","Priority 80","Priority 81","Priority 82","Priority 83","Priority 84","Priority 85","Priority 86","Priority 87","Priority 88","Priority 89","Priority 90","Priority 91","Priority 92","Priority 93","Priority 94","Priority 95","Priority 96","Priority 97","Priority 98","Priority 99","Priority 100","Priority 101","Priority 102","Priority 103","Priority 104","Priority 105","Priority 106","Priority 107","Priority 108","Priority 109"
"0",,,,"q0::u3 (2425B1A)","q0::u3 (2F56F50)","q0::swap (4B4C5E)","q1::cx* (208AB8D)",,"q1::swap (2A5AF50)",,,"q0::swap (3D329D1)","q1::cx* (34B389)",,"q1::swap (26C785A)",,,,,,"q0::swap (1D03B2C)","q1::cx* (244D1E5)","q1::u3 (6B610F)","q1::cx* (1C764E0)",,,,,"q1::swap (521490)","q0::u3 (28BE5)","q0::u3 (3405FBD)","q0::u3 (250A3BF)","q0::swap (2E2B918)","q1::cx* (25A521E)",,"q1::swap (1F881DC)",,,"q0::swap (1BC90BC)","q1::cx* (D2A021)",,"q1::swap (3A116A3)",,,,,,"q0::swap (A9CBC1)","q1::cx* (107BE92)","q1::u3 (145B329)","q1::cx* (37B31E5)",,,,,"q1::swap (1F829CF)","q0::u3 (354C10E)","q0::u3 (59C279)","q0::u3 (39ACBF3)","q0::swap (1B9784F)","q1::cx* (6D7068)",,"q1::swap (3853AC8)",,,"q0::swap (3AF110D)","q1::cx* (CDDC42)",,"q1::swap (1279975)",,,,,,"q0::swap (2646523)","q1::cx* (3921D10)","q1::u3 (230598)","q1::cx* (3BAEF8A)",,,,,"q1::swap (1878E3F)","q0::u3 (1926BDC)","q0::u3 (1F526A5)","q0::u3 (31B0D83)","q0::swap (1C4003A)","q1::cx* (30067C2)",,"q1::swap (3E4020D)",,,"q0::swap (3041279)","q1::cx* (1633843)",,"q1::swap (324A648)",,,,,,"q0::swap (49D889)","q1::cx* (2F3737)","q1::u3 (1A8F0F3)","q1::cx* (21626A7)",,"q1::u3 (2C75BE6)","q1::u3 (1B4B41A)","q1::measurement (394DE88)"
"1","q1::u3 (5533F1)","q1::u3 (2A0E9D3)","q1::cx* (E9FBCC)",,,"q1::swap (4B4C5E)",,,"q0::swap (2A5AF50)","q1::cx* (BE47BF)",,"q1::swap (3D329D1)",,"q0::u3 (1DA4FD7)","q0::swap (26C785A)","q1::cx* (2134339)","q1::u3 (2AD5D08)","q1::cx* (DA6F8B)","q1::u3 (3ADEBEB)","q1::cx* (207A58B)","q1::swap (1D03B2C)",,,,"q0::u3 (3C6698A)","q0::u3 (16EB0E)","q0::u3 (1435DAD)","q0::u3 (D5C1BD)","q0::swap (521490)","q1::cx* (3A24CDD)",,,"q1::swap (2E2B918)",,,"q0::swap (1F881DC)","q1::cx* (293FBA7)",,"q1::swap (1BC90BC)",,"q0::u3 (367A130)","q0::swap (3A116A3)","q1::cx* (3CA0056)","q1::u3 (21A0307)","q1::cx* (23AF542)","q1::u3 (129F56)","q1::cx* (1E46A82)","q1::swap (A9CBC1)",,,,"q0::u3 (3734C77)","q0::u3 (1FAC983)","q0::u3 (327D645)","q0::u3 (712B8F)","q0::swap (1F829CF)","q1::cx* (3CEC87F)",,,"q1::swap (1B9784F)",,,"q0::swap (3853AC8)","q1::cx* (2A090F1)",,"q1::swap (3AF110D)",,"q0::u3 (33CBE55)","q0::swap (1279975)","q1::cx* (2383926)","q1::u3 (3FA025E)","q1::cx* (21ABFF9)","q1::u3 (2F0BFC6)","q1::cx* (22CADE5)","q1::swap (2646523)",,,,"q0::u3 (13B325D)","q0::u3 (225CABF)","q0::u3 (19E5BD2)","q0::u3 (3F379A2)","q0::swap (1878E3F)","q1::cx* (97C8A)",,,"q1::swap (1C4003A)",,,"q0::swap (3E4020D)","q1::cx* (320D472)",,"q1::swap (3041279)",,"q0::u3 (7CFA5F)","q0::swap (324A648)","q1::cx* (38B3844)","q1::u3 (3E4FA66)","q1::cx* (3733A89)","q1::u3 (30D0ED3)","q1::cx* (321B0CD)","q1::swap (49D889)",,,,"q0::u3 (2F07893)","q0::u3 (1023B1C)","q0::u3 (35A54EB)","q0::measurement (3BD2CE)"
"2","q2::u3 (2FED37A)","q2::u3 (3A8386C)","q2::cx (E9FBCC)",,"q2::u3 (39DA2C)",,"q2::cx (208AB8D)","q2::u3 (24E07F8)",,"q2::cx (BE47BF)","q2::u3 (2B085B9)",,"q2::cx (34B389)","q2::u3 (ACCE94)",,"q2::cx (2134339)","q2::u3 (184548)","q2::cx (DA6F8B)","q2::u3 (11D4B48)","q2::cx (207A58B)",,"q2::cx (244D1E5)","q2::u3 (1F9B5E0)","q2::cx (1C764E0)",,"q2::u3 (CE4386)","q2::u3 (35E4B15)","q2::u3 (383CFA6)",,"q2::cx (3A24CDD)",,"q2::u3 (B4B3CA)",,"q2::cx (25A521E)","q2::u3 (12CE312)",,"q2::cx (293FBA7)","q2::u3 (333D8E7)",,"q2::cx (D2A021)","q2::u3 (2A4AAB4)",,"q2::cx (3CA0056)","q2::u3 (2EA1B40)","q2::cx (23AF542)","q2::u3 (A79A0E)","q2::cx (1E46A82)",,"q2::cx (107BE92)","q2::u3 (30DB035)","q2::cx (37B31E5)",,"q2::u3 (1D1159B)","q2::u3 (668870)","q2::u3 (3FA880E)",,"q2::cx (3CEC87F)",,"q2::u3 (2450C7D)",,"q2::cx (6D7068)","q2::u3 (3D8F3A9)",,"q2::cx (2A090F1)","q2::u3 (3A51879)",,"q2::cx (CDDC42)","q2::u3 (122B104)",,"q2::cx (2383926)","q2::u3 (3CA1554)","q2::cx (21ABFF9)","q2::u3 (276BDFD)","q2::cx (22CADE5)",,"q2::cx (3921D10)","q2::u3 (314C548)","q2::cx (3BAEF8A)",,"q2::u3 (35420BD)","q2::u3 (2913A63)","q2::u3 (38F46BA)",,"q2::cx (97C8A)",,"q2::u3 (5560DC)",,"q2::cx (30067C2)","q2::u3 (303A5D3)",,"q2::cx (320D472)","q2::u3 (277807)",,"q2::cx (1633843)","q2::u3 (64CD5C)",,"q2::cx (38B3844)","q2::u3 (30CCD9D)","q2::cx (3733A89)","q2::u3 (375856C)","q2::cx (321B0CD)",,"q2::cx (2F3737)","q2::u3 (2743D2F)","q2::cx (21626A7)",,"q2::u3 (1141402)","q2::u3 (22CFC48)","q2::measurement (21A6942)"
"3"
"4"
"5"
