"Qubit Index","Priority 1","Priority 2","Priority 3","Priority 4","Priority 5","Priority 6","Priority 7","Priority 8","Priority 9","Priority 10","Priority 11","Priority 12","Priority 13","Priority 14","Priority 15","Priority 16","Priority 17","Priority 18","Priority 19","Priority 20","Priority 21","Priority 22","Priority 23","Priority 24","Priority 25","Priority 26","Priority 27"
"0","q0::u3 (223EF57)","q0::barrier (15EBAB2)","q0::u3 (549043)","q0::cx (2C1A56C)","q0::u3 (CED0CD)","q0::cx (3455735)","q0::u3 (17010DD)","q0::cx (2005C8)","q0::u3 (120340A)","q0::cx (221D462)","q0::u3 (3307778)","q0::swap (48F6F5)","q2::cx (BFEC6C)","q2::u3 (2BF4FCE)","q2::cx (B9CE40)",,"q2::swap (290AEA2)",,,,,,,,,"q0::u3 (2884043)","q0::measurement (90FD76)"
"1",,"q2::barrier (15EBAB2)","q2::u3 (2F91261)","q2::cx* (2C1A56C)",,"q2::cx* (3455735)",,,,,"q2::u3 (F097C6)","q2::swap (48F6F5)","q0::cx (255CD2A)","q0::u3 (1043681)","q0::cx (125EA89)","q0::u3 (2553ED4)","q0::swap (290AEA2)","q2::cx (11C5569)","q2::u3 (1FF00B6)","q2::cx (1F70667)",,"q2::swap (31623B7)",,,,"q3::u3 (1AF39A7)","q3::measurement (90FD76)"
"2","q1::u3 (3436A13)","q1::barrier (15EBAB2)",,,,,"q1::u3 (7555F9)","q1::cx* (2005C8)",,"q1::cx* (221D462)","q1::u3 (B4333D)",,"q1::cx* (255CD2A)",,"q1::cx* (125EA89)",,,,,,"q1::u3 (FF357C)",,"q1::cx (713E1E)","q1::u3 (3FB2F0E)","q1::cx (3D4A780)","q1::u3 (279E386)","q1::measurement (90FD76)"
"3",,"q3::barrier (15EBAB2)",,,,,,,,,"q3::u3 (F8E161)",,"q3::cx* (BFEC6C)",,"q3::cx* (B9CE40)","q3::u3 (2CA4261)",,"q3::cx* (11C5569)",,"q3::cx* (1F70667)","q3::u3 (32906E6)","q3::swap (31623B7)","q2::cx* (713E1E)",,"q2::cx* (3D4A780)","q2::u3 (248FFB7)","q2::measurement (90FD76)"
"4"
"5"
