Circuit Id, Event Count
1.24,7430400.
1.25,950400.
1.26,8812800.
1.27,950400.
1.28,1641600.
1.29,6220800.
1.30,9331200.
1.31,3283200.
1.32,345600.
1.33,1382400.
1.34,950400.
1.35,1036800.
1.36,2851200.
1.37,1123200.
