Circuit Id, Estimated Time
1.24, 00:00:00.0180112
1.25, 00:00:00.0020011
1.26, 00:00:00.0040140
1.27, 00:00:00.0050012
1.28, 00:00:00.0010024
1.29, 00:00:00.0010098
1.30, 00:00:00.0010145
1.31, 00:00:00.0010048
1.32, 00:00:00.0010001
1.33, 00:00:00.0010013
1.34, 00:00:00.0050009
1.35, 00:00:00.0060010
1.36, 00:00:00.0030039
1.37, 00:00:00.0030013
