Circuit Id, Qubits, Classical Bits
1.24,172800.,345600.
1.25,432000.,432000.
1.26,432000.,345600.
1.27,432000.,432000.
1.28,432000.,432000.
1.29,432000.,432000.
1.30,432000.,432000.
1.31,345600.,345600.
1.32,86400.,86400.
1.33,172800.,172800.
1.34,259200.,259200.
1.35,259200.,259200.
1.36,259200.,259200.
1.37,432000.,432000.
