"Qubit Index","Priority 1","Priority 2","Priority 3","Priority 4","Priority 5","Priority 6","Priority 7","Priority 8","Priority 9","Priority 10","Priority 11","Priority 12","Priority 13","Priority 14","Priority 15","Priority 16","Priority 17","Priority 18","Priority 19","Priority 20","Priority 21","Priority 22","Priority 23","Priority 24","Priority 25","Priority 26","Priority 27","Priority 28","Priority 29","Priority 30","Priority 31","Priority 32","Priority 33","Priority 34"
"0","q0::h (1717041)","q0::cx (E484A5)","q0::u1 (8A9D0)","q0::cx (4DF856)","q0::u1 (2BDBB06)","q0::cx (2082D14)","q0::u1 (24995BC)","q0::cx (9643A3)","q0::u1 (14860C3)","q0::swap (83932A)","q1::cx (3E69DB5)","q1::u1 (31B8B63)","q1::swap (A02C80)","q0::cx (3F7E67C)","q0::u1 (3B71A63)","q0::swap (1A19083)","q1::cx (EF5984)","q1::u1 (6A25A8)","q1::swap (2AE149C)","q0::cx (3BB52ED)",,"q0::swap (1EB97C)",,,,,,,,,,,,"q1::u1 (195EA5D)"
"1","q1::u1 (FCF24B)","q1::cx* (E484A5)",,"q1::cx* (4DF856)",,,,,"q1::h (2453D47)","q1::swap (83932A)","q0::cx (3E863BA)","q0::u1 (32B818C)","q0::swap (A02C80)","q1::cx (878DED)","q1::u1 (C3FD56)","q1::swap (1A19083)","q0::cx (203284C)","q0::u1 (21C6AB4)","q0::swap (2AE149C)","q1::cx (2FFC058)","q1::u1 (2FDC318)","q1::swap (1EB97C)","q0::cx (24ABADD)","q0::u1 (A091CB)","q0::cx (1A5202B)",,,,,,,,,"q0::u1 (2CE2184)"
"2",,,,,"q2::u1 (AB933B)","q2::cx* (2082D14)",,"q2::cx* (9643A3)","q2::u1 (6F2786)","q2::swap (114855C)","q3::cx* (3E863BA)",,"q3::swap (1B8B03D)","q2::cx* (878DED)",,,,,,,"q2::h (13F2DA9)","q2::swap (37E3228)","q4::cx (FD727F)","q4::u1 (E9067B)","q4::cx (313A56)","q4::u1 (1BB0D09)","q4::cx (2F2004)","q4::u1 (1A82025)","q4::cx (2E92153)",,,,,"q4::u1 (2322BEE)"
"3",,,,,,,,,"q3::u1 (38B66DB)","q3::swap (114855C)","q2::cx* (3E69DB5)",,"q2::swap (1B8B03D)","q3::cx* (3F7E67C)","q3::u1 (2E3E808)","q3::swap (36FC36F)","q4::cx* (203284C)",,"q4::swap (2EDDEE9)","q3::cx* (2FFC058)","q3::u1 (3389AF1)",,"q3::cx* (FD727F)",,"q3::cx* (313A56)",,,,,"q3::h (3C38B5F)","q3::cx (DF190F)","q3::u1 (3D7E188)","q3::cx (296EDCB)","q3::u1 (34E5C2A)"
"4",,,,,,,,,,,,,,,"q4::u1 (16FED80)","q4::swap (36FC36F)","q3::cx* (EF5984)",,"q3::swap (2EDDEE9)","q4::cx* (3BB52ED)","q4::u1 (2EBDBDF)","q4::swap (37E3228)","q2::cx* (24ABADD)",,"q2::cx* (1A5202B)","q2::u1 (3937555)","q2::cx* (2F2004)",,"q2::cx* (2E92153)","q2::u1 (1DFE657)","q2::cx* (DF190F)",,"q2::cx* (296EDCB)","q2::h (1C13D7C)"
"5"
