"Operation Index","Operation Name","Latency","Priority"
0,"u3 (2B02964)","00:00:00.0010000","24"
1,"u3 (31748B)","00:00:00.0010000","23"
2,"cx (1BD18E9)","00:00:00.0020000","22"
3,"u3 (3A5E037)","00:00:00.0010000","20"
4,"cx (D4E1F7)","00:00:00.0020000","19"
5,"u3 (37BF1B0)","00:00:00.0010000","13"
6,"u3 (35B7F35)","00:00:00.0010000","12"
7,"u3 (23778DD)","00:00:00.0010000","17"
8,"cx (3F33FCB)","00:00:00.0020000","16"
9,"u3 (38D3E27)","00:00:00.0010000","14"
10,"cx (3F72F62)","00:00:00.0020000","13"
11,"u3 (3B0AA75)","00:00:00.0010000","11"
12,"u3 (135FE21)","00:00:00.0010000","11"
13,"cx (2E5EF30)","00:00:00.0020000","10"
14,"u3 (21568B1)","00:00:00.0010000","8"
15,"cx (2C0AE3F)","00:00:00.0020000","7"
16,"u3 (C6203A)","00:00:00.0010000","5"
17,"u3 (2F7220B)","00:00:00.0010000","4"
18,"measurement (2B03263)","00:00:00.0030000","3"
