"Qubit Index","Priority 1","Priority 2","Priority 3","Priority 4","Priority 5","Priority 6","Priority 7","Priority 8","Priority 9","Priority 10","Priority 11","Priority 12","Priority 13","Priority 14","Priority 15","Priority 16","Priority 17","Priority 18","Priority 19","Priority 20","Priority 21","Priority 22","Priority 23","Priority 24","Priority 25","Priority 26","Priority 27","Priority 28","Priority 29","Priority 30","Priority 31","Priority 32","Priority 33","Priority 34","Priority 35","Priority 36","Priority 37","Priority 38","Priority 39","Priority 40","Priority 41","Priority 42","Priority 43","Priority 44","Priority 45","Priority 46","Priority 47","Priority 48","Priority 49","Priority 50","Priority 51","Priority 52","Priority 53","Priority 54","Priority 55","Priority 56","Priority 57","Priority 58","Priority 59","Priority 60","Priority 61","Priority 62","Priority 63","Priority 64","Priority 65","Priority 66","Priority 67","Priority 68","Priority 69","Priority 70","Priority 71","Priority 72","Priority 73","Priority 74","Priority 75","Priority 76","Priority 77","Priority 78","Priority 79","Priority 80","Priority 81","Priority 82","Priority 83","Priority 84","Priority 85","Priority 86","Priority 87","Priority 88","Priority 89","Priority 90","Priority 91","Priority 92","Priority 93","Priority 94","Priority 95","Priority 96","Priority 97","Priority 98","Priority 99","Priority 100","Priority 101","Priority 102","Priority 103","Priority 104","Priority 105","Priority 106","Priority 107","Priority 108","Priority 109"
"0",,,,"q0::u3 (3F8AEAB)","q0::u3 (3296633)","q0::swap (2F0BFC6)","q1::cx* (269D03)",,"q1::swap (276BDFD)",,,"q0::swap (22CADE5)","q1::cx* (19E0B89)",,"q1::swap (3921D10)",,,,,,"q0::swap (230598)","q1::cx* (717DC5)","q1::u3 (3FD6BF2)","q1::cx* (A866C3)",,,,,"q1::swap (13B325D)","q0::u3 (1EB9CDF)","q0::u3 (3F1B7B3)","q0::u3 (3541D89)","q0::swap (314C548)","q1::cx* (110FE68)",,"q1::swap (3BAEF8A)",,,"q0::swap (1926BDC)","q1::cx* (883EAE)",,"q1::swap (225CABF)",,,,,,"q0::swap (35420BD)","q1::cx* (3A8386C)","q1::u3 (E9FBCC)","q1::cx* (24E07F8)",,,,,"q1::swap (1F526A5)","q0::u3 (BE47BF)","q0::u3 (1DA4FD7)","q0::u3 (2AD5D08)","q0::swap (19E5BD2)","q1::cx* (207A58B)",,"q1::swap (2913A63)",,,"q0::swap (31B0D83)","q1::cx* (1F9B5E0)",,"q1::swap (3F379A2)",,,,,,"q0::swap (38F46BA)","q1::cx* (383CFA6)","q1::u3 (3A24CDD)","q1::cx* (12CE312)",,,,,"q1::swap (97C8A)","q0::u3 (293FBA7)","q0::u3 (367A130)","q0::u3 (21A0307)","q0::swap (5560DC)","q1::cx* (1E46A82)",,"q1::swap (30067C2)",,,"q0::swap (303A5D3)","q1::cx* (30DB035)",,"q1::swap (320D472)",,,,,,"q0::swap (277807)","q1::cx* (3FA880E)","q1::u3 (3CEC87F)","q1::cx* (3D8F3A9)",,"q1::u3 (2A090F1)","q1::u3 (33CBE55)","q1::measurement (3FA025E)"
"1","q1::u3 (3BE2406)","q1::u3 (7497CE)","q1::cx* (E40842)",,,"q1::swap (2F0BFC6)",,,"q0::swap (276BDFD)","q1::cx* (37ADF8)",,"q1::swap (22CADE5)",,"q0::u3 (28E67D8)","q0::swap (3921D10)","q1::cx* (30EDBA0)","q1::u3 (385B8A2)","q1::cx* (14F6B79)","q1::u3 (3CAC748)","q1::cx* (3290DF9)","q1::swap (230598)",,,,"q0::u3 (3E8CB8A)","q0::u3 (14883D9)","q0::u3 (37F754D)","q0::u3 (1F509D5)","q0::swap (13B325D)","q1::cx* (2881C6C)",,,"q1::swap (314C548)",,,"q0::swap (3BAEF8A)","q1::cx* (2607F31)",,"q1::swap (1926BDC)",,"q0::u3 (CA3424)","q0::swap (225CABF)","q1::cx* (3FA7F8B)","q1::u3 (3CE7BE6)","q1::cx* (5533F1)","q1::u3 (2FED37A)","q1::cx* (2A0E9D3)","q1::swap (35420BD)",,,,"q0::u3 (39DA2C)","q0::u3 (2B085B9)","q0::u3 (ACCE94)","q0::u3 (184548)","q0::swap (1F526A5)","q1::cx* (3ADEBEB)",,,"q1::swap (19E5BD2)",,,"q0::swap (2913A63)","q1::cx* (6B610F)",,"q1::swap (31B0D83)",,"q0::u3 (1C764E0)","q0::swap (3F379A2)","q1::cx* (16EB0E)","q1::u3 (CE4386)","q1::cx* (1435DAD)","q1::u3 (35E4B15)","q1::cx* (D5C1BD)","q1::swap (38F46BA)",,,,"q0::u3 (B4B3CA)","q0::u3 (333D8E7)","q0::u3 (2A4AAB4)","q0::u3 (2EA1B40)","q0::swap (97C8A)","q1::cx* (129F56)",,,"q1::swap (5560DC)",,,"q0::swap (30067C2)","q1::cx* (145B329)",,"q1::swap (303A5D3)",,"q0::u3 (37B31E5)","q0::swap (320D472)","q1::cx* (1FAC983)","q1::u3 (1D1159B)","q1::cx* (327D645)","q1::u3 (668870)","q1::cx* (712B8F)","q1::swap (277807)",,,,"q0::u3 (2450C7D)","q0::u3 (3A51879)","q0::u3 (122B104)","q0::measurement (3CA1554)"
"2","q2::u3 (1AF443E)","q2::u3 (195640)","q2::cx (E40842)",,"q2::u3 (44A55)",,"q2::cx (269D03)","q2::u3 (15B851B)",,"q2::cx (37ADF8)","q2::u3 (1F51DB9)",,"q2::cx (19E0B89)","q2::u3 (301A6A0)",,"q2::cx (30EDBA0)","q2::u3 (3B37DB8)","q2::cx (14F6B79)","q2::u3 (221018D)","q2::cx (3290DF9)",,"q2::cx (717DC5)","q2::u3 (32F27DC)","q2::cx (A866C3)",,"q2::u3 (38CA2A2)","q2::u3 (37B1FB9)","q2::u3 (19D587D)",,"q2::cx (2881C6C)",,"q2::u3 (2C8FFD2)",,"q2::cx (110FE68)","q2::u3 (198F1B0)",,"q2::cx (2607F31)","q2::u3 (16478BE)",,"q2::cx (883EAE)","q2::u3 (31BD548)",,"q2::cx (3FA7F8B)","q2::u3 (2425B1A)","q2::cx (5533F1)","q2::u3 (2F56F50)","q2::cx (2A0E9D3)",,"q2::cx (3A8386C)","q2::u3 (208AB8D)","q2::cx (24E07F8)",,"q2::u3 (34B389)","q2::u3 (2134339)","q2::u3 (DA6F8B)",,"q2::cx (3ADEBEB)",,"q2::u3 (11D4B48)",,"q2::cx (207A58B)","q2::u3 (244D1E5)",,"q2::cx (6B610F)","q2::u3 (3C6698A)",,"q2::cx (1F9B5E0)","q2::u3 (28BE5)",,"q2::cx (16EB0E)","q2::u3 (3405FBD)","q2::cx (1435DAD)","q2::u3 (250A3BF)","q2::cx (D5C1BD)",,"q2::cx (383CFA6)","q2::u3 (25A521E)","q2::cx (12CE312)",,"q2::u3 (D2A021)","q2::u3 (3CA0056)","q2::u3 (23AF542)",,"q2::cx (129F56)",,"q2::u3 (A79A0E)",,"q2::cx (1E46A82)","q2::u3 (107BE92)",,"q2::cx (145B329)","q2::u3 (3734C77)",,"q2::cx (30DB035)","q2::u3 (354C10E)",,"q2::cx (1FAC983)","q2::u3 (59C279)","q2::cx (327D645)","q2::u3 (39ACBF3)","q2::cx (712B8F)",,"q2::cx (3FA880E)","q2::u3 (6D7068)","q2::cx (3D8F3A9)",,"q2::u3 (CDDC42)","q2::u3 (2383926)","q2::measurement (21ABFF9)"
"3"
"4"
"5"
